Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-abh9,randomiser-stbs,order-rli1,order-ey94,order-zozi,order-ehv4,branch-bm4f,branch-kt5o,Randomise questionnaire elements?,Question Key,Response
3,1.69121E+12,5/8/2023 4:15,1.69121E+12,5.5,5/8/2023 9:45,140076,1,questionnaire-ob8q,,31062700,BLIND,9209763,,complete,uqukce,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1360x768,1678x773,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,ABC,,,elimination correct,distraction correct,No,Age-quantised,14
4,1.69121E+12,5/8/2023 4:15,1.69121E+12,5.5,5/8/2023 9:45,140076,1,questionnaire-ob8q,,31062700,BLIND,9209763,,complete,uqukce,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1360x768,1678x773,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,ABC,,,elimination correct,distraction correct,No,Gender,Female
5,1.69121E+12,5/8/2023 4:15,1.69121E+12,5.5,5/8/2023 9:45,140076,1,questionnaire-ob8q,,31062700,BLIND,9209763,,complete,uqukce,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1360x768,1678x773,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,ABC,,,elimination correct,distraction correct,No,Gender-quantised,2
6,1.69121E+12,5/8/2023 4:15,1.69121E+12,5.5,5/8/2023 9:45,140076,1,questionnaire-ob8q,,31062700,BLIND,9209763,,complete,uqukce,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1360x768,1678x773,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,ABC,,,elimination correct,distraction correct,No,Gender-text,
7,1.69121E+12,5/8/2023 4:15,1.69121E+12,5.5,5/8/2023 9:45,140076,1,questionnaire-ob8q,,31062700,BLIND,9209763,,complete,uqukce,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1360x768,1678x773,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,ABC,,,elimination correct,distraction correct,No,seizures,1
8,1.69121E+12,5/8/2023 4:15,1.69121E+12,5.5,5/8/2023 9:45,140076,1,questionnaire-ob8q,,31062700,BLIND,9209763,,complete,uqukce,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1360x768,1678x773,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,ABC,,,elimination correct,distraction correct,No,device,1
9,1.69121E+12,5/8/2023 4:15,1.69121E+12,5.5,5/8/2023 9:45,140076,1,questionnaire-ob8q,,31062700,BLIND,9209763,,complete,uqukce,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1360x768,1678x773,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,ABC,,,elimination correct,distraction correct,No,consent,1
10,1.69121E+12,5/8/2023 4:15,1.69121E+12,5.5,5/8/2023 9:45,140076,1,questionnaire-ob8q,,31062700,BLIND,9209763,,complete,uqukce,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1360x768,1678x773,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,ABC,,,elimination correct,distraction correct,No,END QUESTIONNAIRE,42479
1,1.69121E+12,5/8/2023 4:08,1.69121E+12,5.5,5/8/2023 9:37,140076,1,questionnaire-ob8q,,31062620,BLIND,9209735,,complete,auwuiy,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1440x900,1440x757,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,BCA,,,elimination correct,distraction correct,No,BEGIN QUESTIONNAIRE,
2,1.69121E+12,5/8/2023 4:10,1.69121E+12,5.5,5/8/2023 9:40,140076,1,questionnaire-ob8q,,31062620,BLIND,9209735,,complete,auwuiy,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1440x900,1423x757,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,BCA,,,elimination correct,distraction correct,No,Age,30
3,1.69121E+12,5/8/2023 4:10,1.69121E+12,5.5,5/8/2023 9:40,140076,1,questionnaire-ob8q,,31062620,BLIND,9209735,,complete,auwuiy,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1440x900,1423x757,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,BCA,,,elimination correct,distraction correct,No,Age-quantised,14
4,1.69121E+12,5/8/2023 4:10,1.69121E+12,5.5,5/8/2023 9:40,140076,1,questionnaire-ob8q,,31062620,BLIND,9209735,,complete,auwuiy,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1440x900,1423x757,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,BCA,,,elimination correct,distraction correct,No,Gender,Female
5,1.69121E+12,5/8/2023 4:10,1.69121E+12,5.5,5/8/2023 9:40,140076,1,questionnaire-ob8q,,31062620,BLIND,9209735,,complete,auwuiy,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1440x900,1423x757,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,BCA,,,elimination correct,distraction correct,No,Gender-quantised,2
6,1.69121E+12,5/8/2023 4:10,1.69121E+12,5.5,5/8/2023 9:40,140076,1,questionnaire-ob8q,,31062620,BLIND,9209735,,complete,auwuiy,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1440x900,1423x757,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,BCA,,,elimination correct,distraction correct,No,Gender-text,
7,1.69121E+12,5/8/2023 4:10,1.69121E+12,5.5,5/8/2023 9:40,140076,1,questionnaire-ob8q,,31062620,BLIND,9209735,,complete,auwuiy,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1440x900,1423x757,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,BCA,,,elimination correct,distraction correct,No,seizures,1
8,1.69121E+12,5/8/2023 4:10,1.69121E+12,5.5,5/8/2023 9:40,140076,1,questionnaire-ob8q,,31062620,BLIND,9209735,,complete,auwuiy,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1440x900,1423x757,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,BCA,,,elimination correct,distraction correct,No,device,1
9,1.69121E+12,5/8/2023 4:10,1.69121E+12,5.5,5/8/2023 9:40,140076,1,questionnaire-ob8q,,31062620,BLIND,9209735,,complete,auwuiy,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1440x900,1423x757,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,BCA,,,elimination correct,distraction correct,No,consent,1
10,1.69121E+12,5/8/2023 4:10,1.69121E+12,5.5,5/8/2023 9:40,140076,1,questionnaire-ob8q,,31062620,BLIND,9209735,,complete,auwuiy,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1440x900,1423x757,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,BCA,,,elimination correct,distraction correct,No,END QUESTIONNAIRE,135614
1,1.69121E+12,5/8/2023 4:08,1.69121E+12,5.5,5/8/2023 9:38,140076,1,questionnaire-ob8q,,31062617,BLIND,9209733,,complete,wlrfhp,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1280x1024,1422x972,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,BEGIN QUESTIONNAIRE,
2,1.69121E+12,5/8/2023 4:08,1.69121E+12,5.5,5/8/2023 9:38,140076,1,questionnaire-ob8q,,31062617,BLIND,9209733,,complete,wlrfhp,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1280x1024,1403x972,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,Age,35
3,1.69121E+12,5/8/2023 4:08,1.69121E+12,5.5,5/8/2023 9:38,140076,1,questionnaire-ob8q,,31062617,BLIND,9209733,,complete,wlrfhp,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1280x1024,1403x972,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,Age-quantised,19
4,1.69121E+12,5/8/2023 4:08,1.69121E+12,5.5,5/8/2023 9:38,140076,1,questionnaire-ob8q,,31062617,BLIND,9209733,,complete,wlrfhp,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1280x1024,1403x972,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,Gender,Male
5,1.69121E+12,5/8/2023 4:08,1.69121E+12,5.5,5/8/2023 9:38,140076,1,questionnaire-ob8q,,31062617,BLIND,9209733,,complete,wlrfhp,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1280x1024,1403x972,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,Gender-quantised,1
6,1.69121E+12,5/8/2023 4:08,1.69121E+12,5.5,5/8/2023 9:38,140076,1,questionnaire-ob8q,,31062617,BLIND,9209733,,complete,wlrfhp,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1280x1024,1403x972,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,Gender-text,
7,1.69121E+12,5/8/2023 4:08,1.69121E+12,5.5,5/8/2023 9:38,140076,1,questionnaire-ob8q,,31062617,BLIND,9209733,,complete,wlrfhp,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1280x1024,1403x972,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,seizures,1
8,1.69121E+12,5/8/2023 4:08,1.69121E+12,5.5,5/8/2023 9:38,140076,1,questionnaire-ob8q,,31062617,BLIND,9209733,,complete,wlrfhp,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1280x1024,1403x972,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,device,1
9,1.69121E+12,5/8/2023 4:08,1.69121E+12,5.5,5/8/2023 9:38,140076,1,questionnaire-ob8q,,31062617,BLIND,9209733,,complete,wlrfhp,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1280x1024,1403x972,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,consent,1
10,1.69121E+12,5/8/2023 4:08,1.69121E+12,5.5,5/8/2023 9:38,140076,1,questionnaire-ob8q,,31062617,BLIND,9209733,,complete,wlrfhp,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1280x1024,1403x972,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,END QUESTIONNAIRE,52413
1,1.69121E+12,5/8/2023 4:10,1.69121E+12,-7,4/8/2023 21:10,140076,1,questionnaire-ob8q,,31062605,BLIND,9209728,,complete,orjpmg,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1280x800,1179x592,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,BEGIN QUESTIONNAIRE,
2,1.69121E+12,5/8/2023 4:10,1.69121E+12,-7,4/8/2023 21:10,140076,1,questionnaire-ob8q,,31062605,BLIND,9209728,,complete,orjpmg,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1280x800,1179x592,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Age,35
3,1.69121E+12,5/8/2023 4:10,1.69121E+12,-7,4/8/2023 21:10,140076,1,questionnaire-ob8q,,31062605,BLIND,9209728,,complete,orjpmg,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1280x800,1179x592,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Age-quantised,19
4,1.69121E+12,5/8/2023 4:10,1.69121E+12,-7,4/8/2023 21:10,140076,1,questionnaire-ob8q,,31062605,BLIND,9209728,,complete,orjpmg,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1280x800,1179x592,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Gender,Male
5,1.69121E+12,5/8/2023 4:10,1.69121E+12,-7,4/8/2023 21:10,140076,1,questionnaire-ob8q,,31062605,BLIND,9209728,,complete,orjpmg,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1280x800,1179x592,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Gender-quantised,1
6,1.69121E+12,5/8/2023 4:10,1.69121E+12,-7,4/8/2023 21:10,140076,1,questionnaire-ob8q,,31062605,BLIND,9209728,,complete,orjpmg,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1280x800,1179x592,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Gender-text,
7,1.69121E+12,5/8/2023 4:10,1.69121E+12,-7,4/8/2023 21:10,140076,1,questionnaire-ob8q,,31062605,BLIND,9209728,,complete,orjpmg,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1280x800,1179x592,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,seizures,1
8,1.69121E+12,5/8/2023 4:10,1.69121E+12,-7,4/8/2023 21:10,140076,1,questionnaire-ob8q,,31062605,BLIND,9209728,,complete,orjpmg,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1280x800,1179x592,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,device,1
9,1.69121E+12,5/8/2023 4:10,1.69121E+12,-7,4/8/2023 21:10,140076,1,questionnaire-ob8q,,31062605,BLIND,9209728,,complete,orjpmg,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1280x800,1179x592,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,consent,1
10,1.69121E+12,5/8/2023 4:10,1.69121E+12,-7,4/8/2023 21:10,140076,1,questionnaire-ob8q,,31062605,BLIND,9209728,,complete,orjpmg,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1280x800,1179x592,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,END QUESTIONNAIRE,14649
1,1.69121E+12,5/8/2023 4:06,1.69121E+12,5.5,5/8/2023 9:36,140076,1,questionnaire-ob8q,,31062604,BLIND,9209727,,complete,xvplfw,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1440x900,1440x751,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,BEGIN QUESTIONNAIRE,
2,1.69121E+12,5/8/2023 4:07,1.69121E+12,5.5,5/8/2023 9:37,140076,1,questionnaire-ob8q,,31062604,BLIND,9209727,,complete,xvplfw,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1440x900,1423x751,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Age,34
3,1.69121E+12,5/8/2023 4:07,1.69121E+12,5.5,5/8/2023 9:37,140076,1,questionnaire-ob8q,,31062604,BLIND,9209727,,complete,xvplfw,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1440x900,1423x751,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Age-quantised,18
4,1.69121E+12,5/8/2023 4:07,1.69121E+12,5.5,5/8/2023 9:37,140076,1,questionnaire-ob8q,,31062604,BLIND,9209727,,complete,xvplfw,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1440x900,1423x751,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Gender,Male
5,1.69121E+12,5/8/2023 4:07,1.69121E+12,5.5,5/8/2023 9:37,140076,1,questionnaire-ob8q,,31062604,BLIND,9209727,,complete,xvplfw,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1440x900,1423x751,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Gender-quantised,1
6,1.69121E+12,5/8/2023 4:07,1.69121E+12,5.5,5/8/2023 9:37,140076,1,questionnaire-ob8q,,31062604,BLIND,9209727,,complete,xvplfw,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1440x900,1423x751,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Gender-text,
7,1.69121E+12,5/8/2023 4:07,1.69121E+12,5.5,5/8/2023 9:37,140076,1,questionnaire-ob8q,,31062604,BLIND,9209727,,complete,xvplfw,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1440x900,1423x751,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,seizures,1
8,1.69121E+12,5/8/2023 4:07,1.69121E+12,5.5,5/8/2023 9:37,140076,1,questionnaire-ob8q,,31062604,BLIND,9209727,,complete,xvplfw,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1440x900,1423x751,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,device,1
9,1.69121E+12,5/8/2023 4:07,1.69121E+12,5.5,5/8/2023 9:37,140076,1,questionnaire-ob8q,,31062604,BLIND,9209727,,complete,xvplfw,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1440x900,1423x751,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,consent,1
10,1.69121E+12,5/8/2023 4:07,1.69121E+12,5.5,5/8/2023 9:37,140076,1,questionnaire-ob8q,,31062604,BLIND,9209727,,complete,xvplfw,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1440x900,1423x751,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,END QUESTIONNAIRE,63891
1,1.69079E+12,31/7/2023 6:53,1.69079E+12,-5,31/7/2023 1:53,140076,1,questionnaire-ob8q,,30952659,BLIND,9186194,,complete,yltllp,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,2048x1152,2048x1003,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,BEGIN QUESTIONNAIRE,
2,1.69079E+12,31/7/2023 6:54,1.69079E+12,-5,31/7/2023 1:54,140076,1,questionnaire-ob8q,,30952659,BLIND,9186194,,complete,yltllp,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,2048x1152,2031x1003,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,Age,38
3,1.69079E+12,31/7/2023 6:54,1.69079E+12,-5,31/7/2023 1:54,140076,1,questionnaire-ob8q,,30952659,BLIND,9186194,,complete,yltllp,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,2048x1152,2031x1003,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,Age-quantised,22
4,1.69079E+12,31/7/2023 6:54,1.69079E+12,-5,31/7/2023 1:54,140076,1,questionnaire-ob8q,,30952659,BLIND,9186194,,complete,yltllp,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,2048x1152,2031x1003,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,Gender,Male
5,1.69079E+12,31/7/2023 6:54,1.69079E+12,-5,31/7/2023 1:54,140076,1,questionnaire-ob8q,,30952659,BLIND,9186194,,complete,yltllp,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,2048x1152,2031x1003,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,Gender-quantised,1
6,1.69079E+12,31/7/2023 6:54,1.69079E+12,-5,31/7/2023 1:54,140076,1,questionnaire-ob8q,,30952659,BLIND,9186194,,complete,yltllp,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,2048x1152,2031x1003,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,Gender-text,
7,1.69079E+12,31/7/2023 6:54,1.69079E+12,-5,31/7/2023 1:54,140076,1,questionnaire-ob8q,,30952659,BLIND,9186194,,complete,yltllp,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,2048x1152,2031x1003,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,seizures,1
8,1.69079E+12,31/7/2023 6:54,1.69079E+12,-5,31/7/2023 1:54,140076,1,questionnaire-ob8q,,30952659,BLIND,9186194,,complete,yltllp,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,2048x1152,2031x1003,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,device,1
9,1.69079E+12,31/7/2023 6:54,1.69079E+12,-5,31/7/2023 1:54,140076,1,questionnaire-ob8q,,30952659,BLIND,9186194,,complete,yltllp,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,2048x1152,2031x1003,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,consent,1
10,1.69079E+12,31/7/2023 6:54,1.69079E+12,-5,31/7/2023 1:54,140076,1,questionnaire-ob8q,,30952659,BLIND,9186194,,complete,yltllp,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,2048x1152,2031x1003,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,END QUESTIONNAIRE,15618
1,1.69079E+12,31/7/2023 6:35,1.69079E+12,5.5,31/7/2023 12:05,140076,1,questionnaire-ob8q,,30952479,BLIND,9186160,,complete,toawhw,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1920x1080,958x856,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,CAB,,,elimination correct,distraction correct,No,BEGIN QUESTIONNAIRE,
2,1.69079E+12,31/7/2023 6:37,1.69079E+12,5.5,31/7/2023 12:07,140076,1,questionnaire-ob8q,,30952479,BLIND,9186160,,complete,toawhw,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1920x1080,941x856,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,CAB,,,elimination correct,distraction correct,No,Age,36
3,1.69079E+12,31/7/2023 6:37,1.69079E+12,5.5,31/7/2023 12:07,140076,1,questionnaire-ob8q,,30952479,BLIND,9186160,,complete,toawhw,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1920x1080,941x856,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,CAB,,,elimination correct,distraction correct,No,Age-quantised,20
4,1.69079E+12,31/7/2023 6:37,1.69079E+12,5.5,31/7/2023 12:07,140076,1,questionnaire-ob8q,,30952479,BLIND,9186160,,complete,toawhw,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1920x1080,941x856,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,CAB,,,elimination correct,distraction correct,No,Gender,Male
5,1.69079E+12,31/7/2023 6:37,1.69079E+12,5.5,31/7/2023 12:07,140076,1,questionnaire-ob8q,,30952479,BLIND,9186160,,complete,toawhw,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1920x1080,941x856,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,CAB,,,elimination correct,distraction correct,No,Gender-quantised,1
6,1.69079E+12,31/7/2023 6:37,1.69079E+12,5.5,31/7/2023 12:07,140076,1,questionnaire-ob8q,,30952479,BLIND,9186160,,complete,toawhw,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1920x1080,941x856,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,CAB,,,elimination correct,distraction correct,No,Gender-text,
7,1.69079E+12,31/7/2023 6:37,1.69079E+12,5.5,31/7/2023 12:07,140076,1,questionnaire-ob8q,,30952479,BLIND,9186160,,complete,toawhw,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1920x1080,941x856,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,CAB,,,elimination correct,distraction correct,No,seizures,1
8,1.69079E+12,31/7/2023 6:37,1.69079E+12,5.5,31/7/2023 12:07,140076,1,questionnaire-ob8q,,30952479,BLIND,9186160,,complete,toawhw,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1920x1080,941x856,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,CAB,,,elimination correct,distraction correct,No,device,1
9,1.69079E+12,31/7/2023 6:37,1.69079E+12,5.5,31/7/2023 12:07,140076,1,questionnaire-ob8q,,30952479,BLIND,9186160,,complete,toawhw,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1920x1080,941x856,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,CAB,,,elimination correct,distraction correct,No,consent,1
10,1.69079E+12,31/7/2023 6:37,1.69079E+12,5.5,31/7/2023 12:07,140076,1,questionnaire-ob8q,,30952479,BLIND,9186160,,complete,toawhw,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1920x1080,941x856,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,CAB,,,elimination correct,distraction correct,No,END QUESTIONNAIRE,110265
1,1.69079E+12,31/7/2023 6:35,1.69079E+12,2,31/7/2023 8:35,140076,1,questionnaire-ob8q,,30952478,BLIND,9186159,,complete,umnnia,,computer,Desktop or Laptop,Windows 10,Edge 115.0.1901.188,1536x864,1330x720,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,BEGIN QUESTIONNAIRE,
2,1.69079E+12,31/7/2023 6:35,1.69079E+12,2,31/7/2023 8:35,140076,1,questionnaire-ob8q,,30952478,BLIND,9186159,,complete,umnnia,,computer,Desktop or Laptop,Windows 10,Edge 115.0.1901.188,1536x864,1313x720,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Age,46
3,1.69079E+12,31/7/2023 6:35,1.69079E+12,2,31/7/2023 8:35,140076,1,questionnaire-ob8q,,30952478,BLIND,9186159,,complete,umnnia,,computer,Desktop or Laptop,Windows 10,Edge 115.0.1901.188,1536x864,1313x720,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Age-quantised,30
