Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-sece,branch-52yw,branch-k19s,order-3cmg,order-wqw2,randomiser-hyw5,order-fuj5,order-ymml,Randomise questionnaire elements?,Question Key,Response
10,1677505642347,27/02/2023 13:47:22,1677505641889,-5,27/02/2023 08:47:21,122093,5,questionnaire-5uc8,,27594231,BLIND,8204347,,complete,jcmupv,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1436x808,1420x660,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,ABC,CounterbalanceA,,,No,END QUESTIONNAIRE,23951
1,1677504039253,27/02/2023 13:20:39,1677504038522,5.5,27/02/2023 18:50:38,122093,5,questionnaire-5uc8,,27593196,BLIND,8204029,,complete,wcjmwp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,ABC,No,BEGIN QUESTIONNAIRE,
2,1677504049384,27/02/2023 13:20:49,1677504048685,5.5,27/02/2023 18:50:48,122093,5,questionnaire-5uc8,,27593196,BLIND,8204029,,complete,wcjmwp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,ABC,No,Age,50
3,1677504049607,27/02/2023 13:20:49,1677504048687,5.5,27/02/2023 18:50:48,122093,5,questionnaire-5uc8,,27593196,BLIND,8204029,,complete,wcjmwp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,ABC,No,Age-quantised,34
4,1677504049607,27/02/2023 13:20:49,1677504048688,5.5,27/02/2023 18:50:48,122093,5,questionnaire-5uc8,,27593196,BLIND,8204029,,complete,wcjmwp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,ABC,No,Gender,Male
5,1677504049607,27/02/2023 13:20:49,1677504048688,5.5,27/02/2023 18:50:48,122093,5,questionnaire-5uc8,,27593196,BLIND,8204029,,complete,wcjmwp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,ABC,No,Gender-quantised,1
6,1677504049607,27/02/2023 13:20:49,1677504048689,5.5,27/02/2023 18:50:48,122093,5,questionnaire-5uc8,,27593196,BLIND,8204029,,complete,wcjmwp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,ABC,No,Gender-text,
7,1677504049607,27/02/2023 13:20:49,1677504048689,5.5,27/02/2023 18:50:48,122093,5,questionnaire-5uc8,,27593196,BLIND,8204029,,complete,wcjmwp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,ABC,No,seizures,1
8,1677504049607,27/02/2023 13:20:49,1677504048689,5.5,27/02/2023 18:50:48,122093,5,questionnaire-5uc8,,27593196,BLIND,8204029,,complete,wcjmwp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,ABC,No,device,1
9,1677504049607,27/02/2023 13:20:49,1677504048691,5.5,27/02/2023 18:50:48,122093,5,questionnaire-5uc8,,27593196,BLIND,8204029,,complete,wcjmwp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,ABC,No,consent,1
10,1677504049607,27/02/2023 13:20:49,1677504048691,5.5,27/02/2023 18:50:48,122093,5,questionnaire-5uc8,,27593196,BLIND,8204029,,complete,wcjmwp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,ABC,No,END QUESTIONNAIRE,10170
1,1677503014071,27/02/2023 13:03:34,1677503014377,5.5,27/02/2023 18:33:34,122093,5,questionnaire-5uc8,,27592362,BLIND,8203772,,complete,rtoyhv,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1366x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,CAB,CounterbalanceA,,,No,BEGIN QUESTIONNAIRE,
2,1677503022803,27/02/2023 13:03:42,1677503023157,5.5,27/02/2023 18:33:43,122093,5,questionnaire-5uc8,,27592362,BLIND,8203772,,complete,rtoyhv,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,CAB,CounterbalanceA,,,No,Age,29
3,1677503023010,27/02/2023 13:03:43,1677503023158,5.5,27/02/2023 18:33:43,122093,5,questionnaire-5uc8,,27592362,BLIND,8203772,,complete,rtoyhv,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,CAB,CounterbalanceA,,,No,Age-quantised,13
4,1677503023010,27/02/2023 13:03:43,1677503023158,5.5,27/02/2023 18:33:43,122093,5,questionnaire-5uc8,,27592362,BLIND,8203772,,complete,rtoyhv,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,CAB,CounterbalanceA,,,No,Gender,Male
5,1677503023010,27/02/2023 13:03:43,1677503023159,5.5,27/02/2023 18:33:43,122093,5,questionnaire-5uc8,,27592362,BLIND,8203772,,complete,rtoyhv,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,CAB,CounterbalanceA,,,No,Gender-quantised,1
6,1677503023010,27/02/2023 13:03:43,1677503023159,5.5,27/02/2023 18:33:43,122093,5,questionnaire-5uc8,,27592362,BLIND,8203772,,complete,rtoyhv,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,CAB,CounterbalanceA,,,No,Gender-text,
7,1677503023010,27/02/2023 13:03:43,1677503023159,5.5,27/02/2023 18:33:43,122093,5,questionnaire-5uc8,,27592362,BLIND,8203772,,complete,rtoyhv,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,CAB,CounterbalanceA,,,No,seizures,1
8,1677503023010,27/02/2023 13:03:43,1677503023159,5.5,27/02/2023 18:33:43,122093,5,questionnaire-5uc8,,27592362,BLIND,8203772,,complete,rtoyhv,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,CAB,CounterbalanceA,,,No,device,1
9,1677503023010,27/02/2023 13:03:43,1677503023159,5.5,27/02/2023 18:33:43,122093,5,questionnaire-5uc8,,27592362,BLIND,8203772,,complete,rtoyhv,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,CAB,CounterbalanceA,,,No,consent,1
10,1677503023010,27/02/2023 13:03:43,1677503023159,5.5,27/02/2023 18:33:43,122093,5,questionnaire-5uc8,,27592362,BLIND,8203772,,complete,rtoyhv,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,CAB,CounterbalanceA,,,No,END QUESTIONNAIRE,8782
1,1677501790907,27/02/2023 12:43:10,1677501790532,-5,27/02/2023 07:43:10,122093,5,questionnaire-5uc8,,27591608,BLIND,8203523,,complete,afsutf,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,2560x1440,2056x989,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,BEGIN QUESTIONNAIRE,
2,1677501800624,27/02/2023 12:43:20,1677501800273,-5,27/02/2023 07:43:20,122093,5,questionnaire-5uc8,,27591608,BLIND,8203523,,complete,afsutf,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,2560x1440,2039x989,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,Age,45
3,1677501800734,27/02/2023 12:43:20,1677501800273,-5,27/02/2023 07:43:20,122093,5,questionnaire-5uc8,,27591608,BLIND,8203523,,complete,afsutf,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,2560x1440,2039x989,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,Age-quantised,29
4,1677501800734,27/02/2023 12:43:20,1677501800274,-5,27/02/2023 07:43:20,122093,5,questionnaire-5uc8,,27591608,BLIND,8203523,,complete,afsutf,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,2560x1440,2039x989,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,Gender,Male
5,1677501800734,27/02/2023 12:43:20,1677501800274,-5,27/02/2023 07:43:20,122093,5,questionnaire-5uc8,,27591608,BLIND,8203523,,complete,afsutf,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,2560x1440,2039x989,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,Gender-quantised,1
6,1677501800734,27/02/2023 12:43:20,1677501800274,-5,27/02/2023 07:43:20,122093,5,questionnaire-5uc8,,27591608,BLIND,8203523,,complete,afsutf,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,2560x1440,2039x989,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,Gender-text,
7,1677501800734,27/02/2023 12:43:20,1677501800274,-5,27/02/2023 07:43:20,122093,5,questionnaire-5uc8,,27591608,BLIND,8203523,,complete,afsutf,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,2560x1440,2039x989,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,seizures,1
8,1677501800734,27/02/2023 12:43:20,1677501800274,-5,27/02/2023 07:43:20,122093,5,questionnaire-5uc8,,27591608,BLIND,8203523,,complete,afsutf,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,2560x1440,2039x989,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,device,1
9,1677501800734,27/02/2023 12:43:20,1677501800274,-5,27/02/2023 07:43:20,122093,5,questionnaire-5uc8,,27591608,BLIND,8203523,,complete,afsutf,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,2560x1440,2039x989,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,consent,1
10,1677501800734,27/02/2023 12:43:20,1677501800274,-5,27/02/2023 07:43:20,122093,5,questionnaire-5uc8,,27591608,BLIND,8203523,,complete,afsutf,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,2560x1440,2039x989,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,END QUESTIONNAIRE,9742
1,1677501214003,27/02/2023 12:33:34,1677501212433,5.5,27/02/2023 18:03:32,122093,5,questionnaire-5uc8,,27591272,BLIND,8203415,,complete,tdiyis,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x947,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,BEGIN QUESTIONNAIRE,
2,1677501228664,27/02/2023 12:33:48,1677501227121,5.5,27/02/2023 18:03:47,122093,5,questionnaire-5uc8,,27591272,BLIND,8203415,,complete,tdiyis,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x947,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Age,46
3,1677501228871,27/02/2023 12:33:48,1677501227122,5.5,27/02/2023 18:03:47,122093,5,questionnaire-5uc8,,27591272,BLIND,8203415,,complete,tdiyis,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x947,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Age-quantised,30
4,1677501228871,27/02/2023 12:33:48,1677501227123,5.5,27/02/2023 18:03:47,122093,5,questionnaire-5uc8,,27591272,BLIND,8203415,,complete,tdiyis,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x947,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Gender,Male
5,1677501228871,27/02/2023 12:33:48,1677501227123,5.5,27/02/2023 18:03:47,122093,5,questionnaire-5uc8,,27591272,BLIND,8203415,,complete,tdiyis,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x947,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Gender-quantised,1
6,1677501228871,27/02/2023 12:33:48,1677501227123,5.5,27/02/2023 18:03:47,122093,5,questionnaire-5uc8,,27591272,BLIND,8203415,,complete,tdiyis,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x947,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Gender-text,
7,1677501228871,27/02/2023 12:33:48,1677501227123,5.5,27/02/2023 18:03:47,122093,5,questionnaire-5uc8,,27591272,BLIND,8203415,,complete,tdiyis,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x947,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,seizures,1
8,1677501228871,27/02/2023 12:33:48,1677501227123,5.5,27/02/2023 18:03:47,122093,5,questionnaire-5uc8,,27591272,BLIND,8203415,,complete,tdiyis,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x947,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,device,1
9,1677501228871,27/02/2023 12:33:48,1677501227123,5.5,27/02/2023 18:03:47,122093,5,questionnaire-5uc8,,27591272,BLIND,8203415,,complete,tdiyis,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x947,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,consent,1
10,1677501228871,27/02/2023 12:33:48,1677501227123,5.5,27/02/2023 18:03:47,122093,5,questionnaire-5uc8,,27591272,BLIND,8203415,,complete,tdiyis,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x947,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,END QUESTIONNAIRE,14690
1,1677501183175,27/02/2023 12:33:03,1677501182269,-5,27/02/2023 07:33:02,122093,5,questionnaire-5uc8,,27591249,BLIND,8203404,,complete,pkqnii,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1536x722,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,ABC,CounterbalanceA,,,No,BEGIN QUESTIONNAIRE,
2,1677501193271,27/02/2023 12:33:13,1677501192415,-5,27/02/2023 07:33:12,122093,5,questionnaire-5uc8,,27591249,BLIND,8203404,,complete,pkqnii,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1519x722,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,ABC,CounterbalanceA,,,No,Age,31
3,1677501193388,27/02/2023 12:33:13,1677501192416,-5,27/02/2023 07:33:12,122093,5,questionnaire-5uc8,,27591249,BLIND,8203404,,complete,pkqnii,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1519x722,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,ABC,CounterbalanceA,,,No,Age-quantised,15
4,1677501193388,27/02/2023 12:33:13,1677501192416,-5,27/02/2023 07:33:12,122093,5,questionnaire-5uc8,,27591249,BLIND,8203404,,complete,pkqnii,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1519x722,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,ABC,CounterbalanceA,,,No,Gender,Male
5,1677501193388,27/02/2023 12:33:13,1677501192416,-5,27/02/2023 07:33:12,122093,5,questionnaire-5uc8,,27591249,BLIND,8203404,,complete,pkqnii,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1519x722,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,ABC,CounterbalanceA,,,No,Gender-quantised,1
6,1677501193388,27/02/2023 12:33:13,1677501192417,-5,27/02/2023 07:33:12,122093,5,questionnaire-5uc8,,27591249,BLIND,8203404,,complete,pkqnii,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1519x722,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,ABC,CounterbalanceA,,,No,Gender-text,
7,1677501193388,27/02/2023 12:33:13,1677501192417,-5,27/02/2023 07:33:12,122093,5,questionnaire-5uc8,,27591249,BLIND,8203404,,complete,pkqnii,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1519x722,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,ABC,CounterbalanceA,,,No,seizures,1
8,1677501193388,27/02/2023 12:33:13,1677501192417,-5,27/02/2023 07:33:12,122093,5,questionnaire-5uc8,,27591249,BLIND,8203404,,complete,pkqnii,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1519x722,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,ABC,CounterbalanceA,,,No,device,1
9,1677501193388,27/02/2023 12:33:13,1677501192417,-5,27/02/2023 07:33:12,122093,5,questionnaire-5uc8,,27591249,BLIND,8203404,,complete,pkqnii,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1519x722,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,ABC,CounterbalanceA,,,No,consent,1
10,1677501193388,27/02/2023 12:33:13,1677501192417,-5,27/02/2023 07:33:12,122093,5,questionnaire-5uc8,,27591249,BLIND,8203404,,complete,pkqnii,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1519x722,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,ABC,CounterbalanceA,,,No,END QUESTIONNAIRE,10148
1,1677501129666,27/02/2023 12:32:09,1677501129783,1,27/02/2023 13:32:09,122093,5,questionnaire-5uc8,,27591224,BLIND,8203394,,complete,mmwuxm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1345x967,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,BEGIN QUESTIONNAIRE,
2,1677501162471,27/02/2023 12:32:42,1677501162644,1,27/02/2023 13:32:42,122093,5,questionnaire-5uc8,,27591224,BLIND,8203394,,complete,mmwuxm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1328x967,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,Age,46
3,1677501162610,27/02/2023 12:32:42,1677501162646,1,27/02/2023 13:32:42,122093,5,questionnaire-5uc8,,27591224,BLIND,8203394,,complete,mmwuxm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1328x967,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,Age-quantised,30
4,1677501162610,27/02/2023 12:32:42,1677501162646,1,27/02/2023 13:32:42,122093,5,questionnaire-5uc8,,27591224,BLIND,8203394,,complete,mmwuxm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1328x967,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,Gender,Male
5,1677501162610,27/02/2023 12:32:42,1677501162646,1,27/02/2023 13:32:42,122093,5,questionnaire-5uc8,,27591224,BLIND,8203394,,complete,mmwuxm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1328x967,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,Gender-quantised,1
6,1677501162610,27/02/2023 12:32:42,1677501162646,1,27/02/2023 13:32:42,122093,5,questionnaire-5uc8,,27591224,BLIND,8203394,,complete,mmwuxm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1328x967,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,Gender-text,
7,1677501162610,27/02/2023 12:32:42,1677501162647,1,27/02/2023 13:32:42,122093,5,questionnaire-5uc8,,27591224,BLIND,8203394,,complete,mmwuxm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1328x967,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,seizures,1
8,1677501162610,27/02/2023 12:32:42,1677501162647,1,27/02/2023 13:32:42,122093,5,questionnaire-5uc8,,27591224,BLIND,8203394,,complete,mmwuxm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1328x967,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,device,1
9,1677501162610,27/02/2023 12:32:42,1677501162647,1,27/02/2023 13:32:42,122093,5,questionnaire-5uc8,,27591224,BLIND,8203394,,complete,mmwuxm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1328x967,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,consent,1
10,1677501162610,27/02/2023 12:32:42,1677501162647,1,27/02/2023 13:32:42,122093,5,questionnaire-5uc8,,27591224,BLIND,8203394,,complete,mmwuxm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1328x967,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,END QUESTIONNAIRE,32864
1,1677501083395,27/02/2023 12:31:23,1677501083193,-5,27/02/2023 07:31:23,122093,5,questionnaire-5uc8,,27591190,BLIND,8203381,,complete,nfidmj,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1364x665,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,BEGIN QUESTIONNAIRE,
2,1677501098758,27/02/2023 12:31:38,1677501098629,-5,27/02/2023 07:31:38,122093,5,questionnaire-5uc8,,27591190,BLIND,8203381,,complete,nfidmj,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1347x665,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,Age,43
3,1677501098931,27/02/2023 12:31:38,1677501098633,-5,27/02/2023 07:31:38,122093,5,questionnaire-5uc8,,27591190,BLIND,8203381,,complete,nfidmj,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1347x665,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,Age-quantised,27
4,1677501098931,27/02/2023 12:31:38,1677501098633,-5,27/02/2023 07:31:38,122093,5,questionnaire-5uc8,,27591190,BLIND,8203381,,complete,nfidmj,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1347x665,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,Gender,Female
5,1677501098931,27/02/2023 12:31:38,1677501098634,-5,27/02/2023 07:31:38,122093,5,questionnaire-5uc8,,27591190,BLIND,8203381,,complete,nfidmj,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1347x665,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,Gender-quantised,2
6,1677501098931,27/02/2023 12:31:38,1677501098634,-5,27/02/2023 07:31:38,122093,5,questionnaire-5uc8,,27591190,BLIND,8203381,,complete,nfidmj,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1347x665,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,Gender-text,
7,1677501098931,27/02/2023 12:31:38,1677501098635,-5,27/02/2023 07:31:38,122093,5,questionnaire-5uc8,,27591190,BLIND,8203381,,complete,nfidmj,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1347x665,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,seizures,1
8,1677501098931,27/02/2023 12:31:38,1677501098636,-5,27/02/2023 07:31:38,122093,5,questionnaire-5uc8,,27591190,BLIND,8203381,,complete,nfidmj,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1347x665,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,device,1
9,1677501098931,27/02/2023 12:31:38,1677501098636,-5,27/02/2023 07:31:38,122093,5,questionnaire-5uc8,,27591190,BLIND,8203381,,complete,nfidmj,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1347x665,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,consent,1
10,1677501098931,27/02/2023 12:31:38,1677501098637,-5,27/02/2023 07:31:38,122093,5,questionnaire-5uc8,,27591190,BLIND,8203381,,complete,nfidmj,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1347x665,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,END QUESTIONNAIRE,15444
1,1677501073602,27/02/2023 12:31:13,1677501074085,5.5,27/02/2023 18:01:14,122093,5,questionnaire-5uc8,,27591183,BLIND,8203378,,complete,kfqonp,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x969,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,CAB,CounterbalanceA,,,No,BEGIN QUESTIONNAIRE,
