"","PID","condition_1","Participant.Status","condOrder","Zone.Type","ratings","condition_2"
"1195",5175997,"Trash_Multiple_Negative","complete","MES","response_slider_endValue","-10","multiple 72 negative"
"12751",5175997,"Trash_Multiple_Negative","complete","MES","response_slider_endValue","3","noD 0 trial"
"1429",5162544,"Trash_Multiple_Negative","complete","MES","response_slider_endValue","7","multiple 72 negative"
"1517",5162544,"Trash_Multiple_Negative","complete","MES","response_slider_endValue","5","multiple 8 negative"
"1621",5162544,"Trash_Multiple_Negative","complete","MES","response_slider_endValue","5","multiple 24 negative"
"17011",5162544,"Trash_Multiple_Negative","complete","MES","response_slider_endValue","4","noD 0 trial"
"18071",5123425,"Trash_Multiple_Negative","complete","MES","response_slider_endValue","5","multiple 24 negative"
"18871",5123425,"Trash_Multiple_Negative","complete","MES","response_slider_endValue","6","noD 0 trial"
"19751",5123425,"Trash_Multiple_Negative","complete","MES","response_slider_endValue","-2","multiple 8 negative"
"21271",5123425,"Trash_Multiple_Negative","complete","MES","response_slider_endValue","-5","multiple 72 negative"
"2209",5122669,"Trash_Multiple_Negative","complete","MES","response_slider_endValue","1","noD 0 trial"
"2313",5122669,"Trash_Multiple_Negative","complete","MES","response_slider_endValue","2","multiple 24 negative"
"2465",5122669,"Trash_Multiple_Negative","complete","MES","response_slider_endValue","1","multiple 72 negative"
"25531",5122669,"Trash_Multiple_Negative","complete","MES","response_slider_endValue","1","multiple 8 negative"
"26591",5122214,"Trash_Multiple_Negative","complete","MES","response_slider_endValue","-2","multiple 24 negative"
"27471",5122214,"Trash_Multiple_Negative","complete","MES","response_slider_endValue","-3","multiple 8 negative"
"28271",5122214,"Trash_Multiple_Negative","complete","MES","response_slider_endValue","-2","noD 0 trial"
"29791",5122214,"Trash_Multiple_Negative","complete","MES","response_slider_endValue","-1","multiple 72 negative"
"3069",5059559,"Trash_Multiple_Negative","complete","MES","response_slider_endValue","5","multiple 8 negative"
"3221",5059559,"Trash_Multiple_Negative","complete","MES","response_slider_endValue","10","multiple 72 negative"
"33011",5059559,"Trash_Multiple_Negative","complete","MES","response_slider_endValue","3","noD 0 trial"
"34051",5059559,"Trash_Multiple_Negative","complete","MES","response_slider_endValue","10","multiple 24 negative"
"1023",5239848,"Empty_Negative","complete","SME","response_slider_endValue","-4","empty 24"
"2544",5239848,"Empty_Negative","complete","SME","response_slider_endValue","-3","empty 72"
"34212",5239848,"Empty_Negative","complete","SME","response_slider_endValue","-3","empty 8"
"4484",5232868,"Empty_Negative","complete","SME","response_slider_endValue","10","empty 24"
"5362",5232868,"Empty_Negative","complete","SME","response_slider_endValue","1","empty 8"
"68811",5232868,"Empty_Negative","complete","SME","response_slider_endValue","4","empty 72"
"8423",5184376,"Empty_Negative","complete","SME","response_slider_endValue","-6","empty 72"
"9465",5184376,"Empty_Negative","complete","SME","response_slider_endValue","-3","empty 24"
"103412",5184376,"Empty_Negative","complete","SME","response_slider_endValue","-2","empty 8"
"11247",5175439,"Empty_Negative","complete","SME","response_slider_endValue","10","empty 8"
"12286",5175439,"Empty_Negative","complete","SME","response_slider_endValue","-5","empty 24"
"138012",5175439,"Empty_Negative","complete","SME","response_slider_endValue","10","empty 72"
"1470",5163151,"Empty_Negative","complete","SME","response_slider_endValue","-6","empty 8"
"15741",5163151,"Empty_Negative","complete","SME","response_slider_endValue","-5","empty 24"
"172611",5163151,"Empty_Negative","complete","SME","response_slider_endValue","-7","empty 72"
"18803",5132531,"Empty_Negative","complete","SME","response_slider_endValue","8","empty 72"
"19685",5132531,"Empty_Negative","complete","SME","response_slider_endValue","7","empty 8"
"207211",5132531,"Empty_Negative","complete","SME","response_slider_endValue","8","empty 24"
"21784",5122890,"Empty_Negative","complete","SME","response_slider_endValue","-7","empty 24"
"23305",5122890,"Empty_Negative","complete","SME","response_slider_endValue","-5","empty 72"
"241811",5122890,"Empty_Negative","complete","SME","response_slider_endValue","-4","empty 8"
"25085",5059700,"Empty_Negative","complete","SME","response_slider_endValue","10","empty 8"
"26602",5059700,"Empty_Negative","complete","SME","response_slider_endValue","-7","empty 72"
"276411",5059700,"Empty_Negative","complete","SME","response_slider_endValue","3","empty 24"
"2854",5056786,"Empty_Negative","complete","SME","response_slider_endValue","3","empty 8"
"29583",5056786,"Empty_Negative","complete","SME","response_slider_endValue","2","empty 24"
"31108",5056786,"Empty_Negative","complete","SME","response_slider_endValue","2","empty 72"
"1024",5241953,"Trash_Single_Positive","complete","ESM","response_slider_endValue","1","single 24 positive"
"2545",5241953,"Trash_Single_Positive","complete","ESM","response_slider_endValue","6","single 72 positive"
"34213",5241953,"Trash_Single_Positive","complete","ESM","response_slider_endValue","5","single 8 positive"
"4964",5228305,"Trash_Single_Positive","complete","ESM","response_slider_endValue","0","single 72 positive"
"6004",5228305,"Trash_Single_Positive","complete","ESM","response_slider_endValue","5","single 24 positive"
"68812",5228305,"Trash_Single_Positive","complete","ESM","response_slider_endValue","5","single 8 positive"
"7785",5139418,"Trash_Single_Positive","complete","ESM","response_slider_endValue","3","single 8 positive"
"9303",5139418,"Trash_Single_Positive","complete","ESM","response_slider_endValue","-5","single 72 positive"
"103413",5139418,"Trash_Single_Positive","complete","ESM","response_slider_endValue","4","single 24 positive"
"11401",5128700,"Trash_Single_Positive","complete","ESM","response_slider_endValue","-1","single 24 positive"
"12921",5128700,"Trash_Single_Positive","complete","ESM","response_slider_endValue","-7","single 72 positive"
"138013",5128700,"Trash_Single_Positive","complete","ESM","response_slider_endValue","-5","single 8 positive"
"14866",5122707,"Trash_Single_Positive","complete","ESM","response_slider_endValue","2","single 24 positive"
"16387",5122707,"Trash_Single_Positive","complete","ESM","response_slider_endValue","-5","single 72 positive"
"172612",5122707,"Trash_Single_Positive","complete","ESM","response_slider_endValue","3","single 8 positive"
"18324",5075757,"Trash_Single_Positive","complete","ESM","response_slider_endValue","5","single 24 positive"
"19204",5075757,"Trash_Single_Positive","complete","ESM","response_slider_endValue","5","single 8 positive"
"207212",5075757,"Trash_Single_Positive","complete","ESM","response_slider_endValue","5","single 72 positive"
"21623",5190863,"Trash_Single_Positive","complete","ESM","response_slider_endValue","4","single 8 positive"
"23143",5190863,"Trash_Single_Positive","complete","ESM","response_slider_endValue","5","single 72 positive"
"241812",5190863,"Trash_Single_Positive","complete","ESM","response_slider_endValue","-1","single 24 positive"
"25086",5181977,"Trash_Single_Positive","complete","ESM","response_slider_endValue","8","single 8 positive"
"26603",5181977,"Trash_Single_Positive","complete","ESM","response_slider_endValue","2","single 72 positive"
"276412",5181977,"Trash_Single_Positive","complete","ESM","response_slider_endValue","-1","single 24 positive"
"28541",5187657,"Trash_Single_Positive","complete","ESM","response_slider_endValue","-3","single 8 positive"
"30061",5187657,"Trash_Single_Positive","complete","ESM","response_slider_endValue","3","single 72 positive"
"31109",5187657,"Trash_Single_Positive","complete","ESM","response_slider_endValue","-4","single 24 positive"
"3200",5175385,"Trash_Single_Positive","complete","ESM","response_slider_endValue","9","single 8 positive"
"3304",5175385,"Trash_Single_Positive","complete","ESM","response_slider_endValue","6","single 24 positive"
"34564",5175385,"Trash_Single_Positive","complete","ESM","response_slider_endValue","6","single 72 positive"
"1506",5191080,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","-1","multiple 72 neutral"
"2301",5191080,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","3","noD 0 trial"
"3181",5191080,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","1","multiple 8 neutral"
"4224",5191080,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","5","multiple 24 neutral"
"512",5181767,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","1","multiple 8 neutral"
"664",5181767,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","-1","multiple 72 neutral"
"7441",5181767,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","2","noD 0 trial"
"8483",5181767,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","2","multiple 24 neutral"
"10021",5123496,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","-4","multiple 72 neutral"
"11061",5123496,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","-1","multiple 24 neutral"
"1194",5123496,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","0","multiple 8 neutral"
"12743",5123496,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","0","noD 0 trial"
"13641",5122418,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","5","multiple 8 neutral"
"14681",5122418,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","4","multiple 24 neutral"
"15481",5122418,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","3","noD 0 trial"
"17003",5122418,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","4","multiple 72 neutral"
"18062",5061833,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","2","multiple 24 neutral"
"1894",5061833,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","3","multiple 8 neutral"
"1974",5061833,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","6","noD 0 trial"
"21263",5061833,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","2","multiple 72 neutral"
"2280",5056505,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","-9","multiple 72 neutral"
"2360",5056505,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","4","noD 0 trial"
"24641",5056505,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","2","multiple 24 neutral"
"25523",5056505,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","5","multiple 8 neutral"
"26341",5190763,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","8","noD 0 trial"
"2786",5190763,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","5","multiple 72 neutral"
"28741",5190763,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","2","multiple 8 neutral"
"29783",5190763,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","2","multiple 24 neutral"
"3060",5240494,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","10","noD 0 trial"
"31481",5240494,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","10","multiple 8 neutral"
"32522",5240494,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","10","multiple 24 neutral"
"34043",5240494,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","9","multiple 72 neutral"
"3494",5169528,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","4","multiple 8 neutral"
"3574",5169528,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","4","noD 0 trial"
"3726",5169528,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","5","multiple 72 neutral"
"38302",5169528,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","3","multiple 24 neutral"
"39131",5132094,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","10","noD 0 trial"
"4017",5132094,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","10","multiple 24 neutral"
"4049",5132094,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","10","multiple 24 neutral"
"4137",5132094,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","10","multiple 8 neutral"
"4289",5132094,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","10","multiple 72 neutral"
"4379",5151772,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","0","multiple 8 neutral"
"4459",5151772,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","4","noD 0 trial"
"4563",5151772,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","6","multiple 24 neutral"
"4715",5151772,"Trash_Multiple_Neutral","complete","SEM","response_slider_endValue","2","multiple 72 neutral"
"1507",5239825,"Empty_Negative","complete","EMS","response_slider_endValue","6","empty 72"
"2546",5239825,"Empty_Negative","complete","EMS","response_slider_endValue","-4","empty 24"
"34214",5239825,"Empty_Negative","complete","EMS","response_slider_endValue","4","empty 8"
"4965",5231885,"Empty_Negative","complete","EMS","response_slider_endValue","1","empty 72"
"5845",5231885,"Empty_Negative","complete","EMS","response_slider_endValue","4","empty 8"
"68813",5231885,"Empty_Negative","complete","EMS","response_slider_endValue","2","empty 24"
"7943",5190042,"Empty_Negative","complete","EMS","response_slider_endValue","-1","empty 24"
"9466",5190042,"Empty_Negative","complete","EMS","response_slider_endValue","2","empty 72"
"103414",5190042,"Empty_Negative","complete","EMS","response_slider_endValue","4","empty 8"
"11402",5179877,"Empty_Negative","complete","EMS","response_slider_endValue","1","empty 24"
"12287",5179877,"Empty_Negative","complete","EMS","response_slider_endValue","2","empty 8"
"138014",5179877,"Empty_Negative","complete","EMS","response_slider_endValue","1","empty 72"
"14867",5170603,"Empty_Negative","complete","EMS","response_slider_endValue","5","empty 24"
"16388",5170603,"Empty_Negative","complete","EMS","response_slider_endValue","-4","empty 72"
"172613",5170603,"Empty_Negative","complete","EMS","response_slider_endValue","-6","empty 8"
"18325",5132497,"Empty_Negative","complete","EMS","response_slider_endValue","3","empty 24"
"19205",5132497,"Empty_Negative","complete","EMS","response_slider_endValue","6","empty 8"
"207213",5132497,"Empty_Negative","complete","EMS","response_slider_endValue","5","empty 72"
"22264",5123371,"Empty_Negative","complete","EMS","response_slider_endValue","5","empty 72"
"23144",5123371,"Empty_Negative","complete","EMS","response_slider_endValue","-3","empty 8"
"241813",5123371,"Empty_Negative","complete","EMS","response_slider_endValue","-5","empty 24"
"25244",5089633,"Empty_Negative","complete","EMS","response_slider_endValue","-5","empty 24"
"26763",5089633,"Empty_Negative","complete","EMS","response_slider_endValue","-3","empty 72"
"276413",5089633,"Empty_Negative","complete","EMS","response_slider_endValue","-4","empty 8"
"29184",5056919,"Empty_Negative","complete","EMS","response_slider_endValue","2","empty 72"
"30224",5056919,"Empty_Negative","complete","EMS","response_slider_endValue","-10","empty 24"
"311010",5056919,"Empty_Negative","complete","EMS","response_slider_endValue","4","empty 8"
"1509",5239825,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","-5","multiple 72 neutral"
"2385",5239825,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","-4","multiple 8 neutral"
"34215",5239825,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","3","multiple 24 neutral"
"4225",5239825,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","7","noD 0 trial"
"5282",5231885,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","6","multiple 24 neutral"
"608",5231885,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","7","noD 0 trial"
"696",5231885,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","4","multiple 8 neutral"
"8484",5231885,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","4","multiple 72 neutral"
"10022",5190042,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","3","multiple 72 neutral"
"1090",5190042,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","-4","multiple 8 neutral"
"11941",5190042,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","6","multiple 24 neutral"
"12744",5190042,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","-10","noD 0 trial"
"14281",5132497,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","-2","multiple 72 neutral"
"1532",5132497,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","3","multiple 24 neutral"
"16121",5132497,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","-7","noD 0 trial"
"17004",5132497,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","3","multiple 8 neutral"
"1854",5123371,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","-2","multiple 72 neutral"
"19581",5123371,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","1","multiple 24 neutral"
"20381",5123371,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","2","noD 0 trial"
"21264",5123371,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","-3","multiple 8 neutral"
"22321",5089633,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","0","multiple 24 neutral"
"2320",5089633,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","3","multiple 8 neutral"
"24721",5089633,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","2","multiple 72 neutral"
"25524",5089633,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","0","noD 0 trial"
"26421",5056919,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","-8","multiple 8 neutral"
"2746",5056919,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","-10","multiple 24 neutral"
"28262",5056919,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","-7","noD 0 trial"
"29784",5056919,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","-5","multiple 72 neutral"
"30601",5179877,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","1","noD 0 trial"
"3212",5179877,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","-3","multiple 72 neutral"
"3316",5179877,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","2","multiple 24 neutral"
"34044",5179877,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","2","multiple 8 neutral"
"35102",5170603,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","-2","multiple 24 neutral"
"35901",5170603,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","3","noD 0 trial"
"36782",5170603,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","1","multiple 8 neutral"
"38303",5170603,"Trash_Multiple_Neutral","complete","EMS","response_slider_endValue","6","multiple 72 neutral"
"15010",5175997,"Trash_Single_Positive","complete","MES","response_slider_endValue","10","single 72 positive"
"2547",5175997,"Trash_Single_Positive","complete","MES","response_slider_endValue","10","single 24 positive"
"34216",5175997,"Trash_Single_Positive","complete","MES","response_slider_endValue","9","single 8 positive"
"4966",5241123,"Trash_Single_Positive","complete","MES","response_slider_endValue","-2","single 72 positive"
"5846",5241123,"Trash_Single_Positive","complete","MES","response_slider_endValue","0","single 8 positive"
"68814",5241123,"Trash_Single_Positive","complete","MES","response_slider_endValue","5","single 24 positive"
"7944",5162544,"Trash_Single_Positive","complete","MES","response_slider_endValue","6","single 24 positive"
"8824",5162544,"Trash_Single_Positive","complete","MES","response_slider_endValue","6","single 8 positive"
"103415",5162544,"Trash_Single_Positive","complete","MES","response_slider_endValue","5","single 72 positive"
"11248",5123425,"Trash_Single_Positive","complete","MES","response_slider_endValue","2","single 8 positive"
"12288",5123425,"Trash_Single_Positive","complete","MES","response_slider_endValue","-5","single 24 positive"
"138015",5123425,"Trash_Single_Positive","complete","MES","response_slider_endValue","-10","single 72 positive"
"14701",5122669,"Trash_Single_Positive","complete","MES","response_slider_endValue","3","single 8 positive"
"15742",5122669,"Trash_Single_Positive","complete","MES","response_slider_endValue","8","single 24 positive"
"172614",5122669,"Trash_Single_Positive","complete","MES","response_slider_endValue","3","single 72 positive"
"18804",5122214,"Trash_Single_Positive","complete","MES","response_slider_endValue","7","single 72 positive"
"19686",5122214,"Trash_Single_Positive","complete","MES","response_slider_endValue","4","single 8 positive"
"207214",5122214,"Trash_Single_Positive","complete","MES","response_slider_endValue","7","single 24 positive"
"22265",5059559,"Trash_Single_Positive","complete","MES","response_slider_endValue","-5","single 72 positive"
"23145",5059559,"Trash_Single_Positive","complete","MES","response_slider_endValue","-4","single 8 positive"
"241814",5059559,"Trash_Single_Positive","complete","MES","response_slider_endValue","9","single 24 positive"
"25245",5189480,"Trash_Single_Positive","complete","MES","response_slider_endValue","10","single 24 positive"
"26126",5189480,"Trash_Single_Positive","complete","MES","response_slider_endValue","10","single 8 positive"
"276414",5189480,"Trash_Single_Positive","complete","MES","response_slider_endValue","10","single 72 positive"
"15011",5186617,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","8","multiple 72 positive"
"2548",5186617,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","8","multiple 24 positive"
"34217",5186617,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","10","multiple 8 positive"
"4226",5186617,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","9","noD 0 trial"
"5761",5180420,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","8","multiple 72 positive"
"6802",5180420,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","8","multiple 24 positive"
"760",5180420,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","9","noD 0 trial"
"8485",5180420,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","8","multiple 8 positive"
"9304",5153387,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","10","noD 0 trial"
"103416",5153387,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","10","multiple 24 positive"
"11862",5153387,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","10","multiple 72 positive"
"12745",5153387,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","10","multiple 8 positive"
"14282",5132547,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","0","multiple 72 positive"
"15321",5132547,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","2","multiple 24 positive"
"1620",5132547,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","-5","multiple 8 positive"
"17005",5132547,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","0","noD 0 trial"
"18541",5123283,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","7","multiple 72 positive"
"19582",5123283,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","8","multiple 24 positive"
"20382",5123283,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","7","noD 0 trial"
"21265",5123283,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","6","multiple 8 positive"
"22161",5122145,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","6","multiple 8 positive"
"2296",5122145,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","-7","noD 0 trial"
"2448",5122145,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","-3","multiple 72 positive"
"25525",5122145,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","4","multiple 24 positive"
"26422",5057499,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","-6","multiple 8 positive"
"27461",5057499,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","2","multiple 24 positive"
"28263",5057499,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","1","noD 0 trial"
"29785",5057499,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","-4","multiple 72 positive"
"30681",5229638,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","-7","multiple 8 positive"
"3220",5229638,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","10","multiple 72 positive"
"3324",5229638,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","10","multiple 24 positive"
"34045",5229638,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","10","noD 0 trial"
"3558",5189782,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","10","multiple 72 positive"
"3646",5189782,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","10","multiple 8 positive"
"37261",5189782,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","10","noD 0 trial"
"38304",5189782,"Trash_Multiple_Positive","complete","MSE","response_slider_endValue","10","multiple 24 positive"
"15012",5229638,"Trash_Single_Positive","complete","MSE","response_slider_endValue","-9","single 72 positive"
"2386",5229638,"Trash_Single_Positive","complete","MSE","response_slider_endValue","10","single 8 positive"
"34218",5229638,"Trash_Single_Positive","complete","MSE","response_slider_endValue","7","single 24 positive"
"4485",5186617,"Trash_Single_Positive","complete","MSE","response_slider_endValue","5","single 24 positive"
"6005",5186617,"Trash_Single_Positive","complete","MSE","response_slider_endValue","7","single 72 positive"
"68815",5186617,"Trash_Single_Positive","complete","MSE","response_slider_endValue","4","single 8 positive"
"8424",5153387,"Trash_Single_Positive","complete","MSE","response_slider_endValue","10","single 72 positive"
"9305",5153387,"Trash_Single_Positive","complete","MSE","response_slider_endValue","10","single 8 positive"
"103417",5153387,"Trash_Single_Positive","complete","MSE","response_slider_endValue","10","single 24 positive"
"11883",5132547,"Trash_Single_Positive","complete","MSE","response_slider_endValue","-5","single 72 positive"
"12764",5132547,"Trash_Single_Positive","complete","MSE","response_slider_endValue","5","single 8 positive"
"138016",5132547,"Trash_Single_Positive","complete","MSE","response_slider_endValue","0","single 24 positive"
"14702",5123283,"Trash_Single_Positive","complete","MSE","response_slider_endValue","-3","single 8 positive"
"16223",5123283,"Trash_Single_Positive","complete","MSE","response_slider_endValue","6","single 72 positive"
"172615",5123283,"Trash_Single_Positive","complete","MSE","response_slider_endValue","5","single 24 positive"
"18326",5122145,"Trash_Single_Positive","complete","MSE","response_slider_endValue","6","single 24 positive"
"19842",5122145,"Trash_Single_Positive","complete","MSE","response_slider_endValue","-4","single 72 positive"
"207215",5122145,"Trash_Single_Positive","complete","MSE","response_slider_endValue","7","single 8 positive"
"21624",5057499,"Trash_Single_Positive","complete","MSE","response_slider_endValue","3","single 8 positive"
"23146",5057499,"Trash_Single_Positive","complete","MSE","response_slider_endValue","5","single 72 positive"
"241815",5057499,"Trash_Single_Positive","complete","MSE","response_slider_endValue","9","single 24 positive"
"25246",5180420,"Trash_Single_Positive","complete","MSE","response_slider_endValue","6","single 24 positive"
"26764",5180420,"Trash_Single_Positive","complete","MSE","response_slider_endValue","5","single 72 positive"
"276415",5180420,"Trash_Single_Positive","complete","MSE","response_slider_endValue","6","single 8 positive"
"29185",5189782,"Trash_Single_Positive","complete","MSE","response_slider_endValue","10","single 72 positive"
"30062",5189782,"Trash_Single_Positive","complete","MSE","response_slider_endValue","10","single 8 positive"
"311011",5189782,"Trash_Single_Positive","complete","MSE","response_slider_endValue","10","single 24 positive"
"15013",5229638,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","6","multiple 72 negative"
"2549",5229638,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","-7","multiple 24 negative"
"3342",5229638,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","5","noD 0 trial"
"4227",5229638,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","-6","multiple 8 negative"
"5121",5189782,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","10","multiple 8 negative"
"5921",5189782,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","10","noD 0 trial"
"7442",5189782,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","10","multiple 72 negative"
"8486",5189782,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","10","multiple 24 negative"
"9541",5186617,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","6","multiple 24 negative"
"1042",5186617,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","4","multiple 8 negative"
"11221",5186617,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","5","noD 0 trial"
"12746",5186617,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","3","multiple 72 negative"
"13642",5180420,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","1","multiple 8 negative"
"14441",5180420,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","1","noD 0 trial"
"15961",5180420,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","-2","multiple 72 negative"
"17006",5180420,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","-4","multiple 24 negative"
"18063",5153387,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","10","multiple 24 negative"
"19583",5153387,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","10","multiple 72 negative"
"20383",5153387,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","10","noD 0 trial"
