Event Index,UTC Timestamp,Local Timestamp,Local Timezone,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-sece,branch-52yw,branch-k19s,randomiser-ilmk,order-cg81,order-f5ck,order-w8r4,order-mnhh,order-lgbu,order-f4f2,order-cdib,order-v22n,order-zlxs,order-flk3,order-e65y,order-6gm2,Randomise questionnaire elements?,Question Key,Response
5,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144753,dky0kbek,11486015,,complete,hshtjc,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1079x513,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,Gender-quantised,1
6,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144753,dky0kbek,11486015,,complete,hshtjc,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1079x513,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,Gender-text,
7,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144753,dky0kbek,11486015,,complete,hshtjc,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1079x513,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,seizures,1
8,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144753,dky0kbek,11486015,,complete,hshtjc,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1079x513,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,device,1
9,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144753,dky0kbek,11486015,,complete,hshtjc,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1079x513,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,consent,1
10,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144753,dky0kbek,11486015,,complete,hshtjc,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1079x513,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,END QUESTIONNAIRE,82846
1,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144768,sjryrag9,11486017,,complete,gezozl,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,BA,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144768,sjryrag9,11486017,,complete,gezozl,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1087x525,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,BA,,,,,,,No,Age,40
3,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144768,sjryrag9,11486017,,complete,gezozl,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1087x525,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,BA,,,,,,,No,Age-quantised,24
4,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144768,sjryrag9,11486017,,complete,gezozl,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1087x525,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,BA,,,,,,,No,Gender,Male
5,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144768,sjryrag9,11486017,,complete,gezozl,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1087x525,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,BA,,,,,,,No,Gender-quantised,1
6,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144768,sjryrag9,11486017,,complete,gezozl,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1087x525,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,BA,,,,,,,No,Gender-text,
7,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144768,sjryrag9,11486017,,complete,gezozl,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1087x525,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,BA,,,,,,,No,seizures,1
8,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144768,sjryrag9,11486017,,complete,gezozl,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1087x525,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,BA,,,,,,,No,device,1
9,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144768,sjryrag9,11486017,,complete,gezozl,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1087x525,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,BA,,,,,,,No,consent,1
10,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144768,sjryrag9,11486017,,complete,gezozl,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1087x525,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,BA,,,,,,,No,END QUESTIONNAIRE,145707
1,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144772,i59rvcfg,11486019,,complete,dnpgpk,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1600x739,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,BA,,,,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144772,i59rvcfg,11486019,,complete,dnpgpk,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1583x739,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,BA,,,,,,,,,,,No,Age,45
3,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144772,i59rvcfg,11486019,,complete,dnpgpk,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1583x739,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,BA,,,,,,,,,,,No,Age-quantised,29
4,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144772,i59rvcfg,11486019,,complete,dnpgpk,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1583x739,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,BA,,,,,,,,,,,No,Gender,Female
5,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144772,i59rvcfg,11486019,,complete,dnpgpk,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1583x739,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,BA,,,,,,,,,,,No,Gender-quantised,2
6,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144772,i59rvcfg,11486019,,complete,dnpgpk,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1583x739,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,BA,,,,,,,,,,,No,Gender-text,
7,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144772,i59rvcfg,11486019,,complete,dnpgpk,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1583x739,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,BA,,,,,,,,,,,No,seizures,1
8,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144772,i59rvcfg,11486019,,complete,dnpgpk,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1583x739,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,BA,,,,,,,,,,,No,device,1
9,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144772,i59rvcfg,11486019,,complete,dnpgpk,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1583x739,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,BA,,,,,,,,,,,No,consent,1
10,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144772,i59rvcfg,11486019,,complete,dnpgpk,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1583x739,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,BA,,,,,,,,,,,No,END QUESTIONNAIRE,64195
1,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144789,1doe11ro,11486023,,complete,hchzzv,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1920x1080,1920x911,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144789,1doe11ro,11486023,,complete,hchzzv,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1920x1080,1920x911,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,Age,39
3,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144789,1doe11ro,11486023,,complete,hchzzv,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1920x1080,1920x911,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,Age-quantised,23
4,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144789,1doe11ro,11486023,,complete,hchzzv,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1920x1080,1920x911,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,Gender,Female
5,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144789,1doe11ro,11486023,,complete,hchzzv,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1920x1080,1920x911,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,Gender-quantised,2
6,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144789,1doe11ro,11486023,,complete,hchzzv,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1920x1080,1920x911,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,Gender-text,
7,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144789,1doe11ro,11486023,,complete,hchzzv,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1920x1080,1920x911,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,seizures,1
8,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144789,1doe11ro,11486023,,complete,hchzzv,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1920x1080,1920x911,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,device,1
9,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144789,1doe11ro,11486023,,complete,hchzzv,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1920x1080,1920x911,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,consent,1
10,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144789,1doe11ro,11486023,,complete,hchzzv,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1920x1080,1920x911,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,END QUESTIONNAIRE,12399
1,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144795,sj3jfftd,11486025,,complete,jgpgwh,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1490x682,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144795,sj3jfftd,11486025,,complete,jgpgwh,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1474x682,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,Age,48
3,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144795,sj3jfftd,11486025,,complete,jgpgwh,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1474x682,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,Age-quantised,32
4,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144795,sj3jfftd,11486025,,complete,jgpgwh,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1474x682,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,Gender,Female
5,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144795,sj3jfftd,11486025,,complete,jgpgwh,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1474x682,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,Gender-quantised,2
6,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144795,sj3jfftd,11486025,,complete,jgpgwh,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1474x682,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,Gender-text,
7,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144795,sj3jfftd,11486025,,complete,jgpgwh,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1474x682,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,seizures,1
8,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144795,sj3jfftd,11486025,,complete,jgpgwh,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1474x682,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,device,1
9,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144795,sj3jfftd,11486025,,complete,jgpgwh,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1474x682,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,consent,1
10,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144795,sj3jfftd,11486025,,complete,jgpgwh,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1474x682,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,END QUESTIONNAIRE,48142
1,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144837,7f8fp9gj,11486031,,complete,xgiuoe,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,BEGIN QUESTIONNAIRE,
2,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144837,7f8fp9gj,11486031,,complete,xgiuoe,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1349x641,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Age,34
3,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144837,7f8fp9gj,11486031,,complete,xgiuoe,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1349x641,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Age-quantised,18
4,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144837,7f8fp9gj,11486031,,complete,xgiuoe,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1349x641,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Gender,Male
5,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144837,7f8fp9gj,11486031,,complete,xgiuoe,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1349x641,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Gender-quantised,1
6,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144837,7f8fp9gj,11486031,,complete,xgiuoe,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1349x641,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Gender-text,
7,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144837,7f8fp9gj,11486031,,complete,xgiuoe,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1349x641,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,seizures,1
8,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144837,7f8fp9gj,11486031,,complete,xgiuoe,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1349x641,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,device,1
9,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144837,7f8fp9gj,11486031,,complete,xgiuoe,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1349x641,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,consent,1
10,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144837,7f8fp9gj,11486031,,complete,xgiuoe,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1349x641,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,END QUESTIONNAIRE,45274
1,1.72E+12,1.72E+12,-5,82781,2,questionnaire-5uc8,,39144862,fpo35a0s,11486033,,complete,lfjqaq,,computer,Desktop or Laptop,Linux x86_64,Chrome 120.0.0.0,1680x1050,1680x946,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,BA,,No,BEGIN QUESTIONNAIRE,
2,1.72E+12,1.72E+12,-5,82781,2,questionnaire-5uc8,,39144862,fpo35a0s,11486033,,complete,lfjqaq,,computer,Desktop or Laptop,Linux x86_64,Chrome 120.0.0.0,1680x1050,1665x946,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,BA,,No,Age,42
3,1.72E+12,1.72E+12,-5,82781,2,questionnaire-5uc8,,39144862,fpo35a0s,11486033,,complete,lfjqaq,,computer,Desktop or Laptop,Linux x86_64,Chrome 120.0.0.0,1680x1050,1665x946,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,BA,,No,Age-quantised,26
4,1.72E+12,1.72E+12,-5,82781,2,questionnaire-5uc8,,39144862,fpo35a0s,11486033,,complete,lfjqaq,,computer,Desktop or Laptop,Linux x86_64,Chrome 120.0.0.0,1680x1050,1665x946,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,BA,,No,Gender,Male
5,1.72E+12,1.72E+12,-5,82781,2,questionnaire-5uc8,,39144862,fpo35a0s,11486033,,complete,lfjqaq,,computer,Desktop or Laptop,Linux x86_64,Chrome 120.0.0.0,1680x1050,1665x946,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,BA,,No,Gender-quantised,1
6,1.72E+12,1.72E+12,-5,82781,2,questionnaire-5uc8,,39144862,fpo35a0s,11486033,,complete,lfjqaq,,computer,Desktop or Laptop,Linux x86_64,Chrome 120.0.0.0,1680x1050,1665x946,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,BA,,No,Gender-text,
7,1.72E+12,1.72E+12,-5,82781,2,questionnaire-5uc8,,39144862,fpo35a0s,11486033,,complete,lfjqaq,,computer,Desktop or Laptop,Linux x86_64,Chrome 120.0.0.0,1680x1050,1665x946,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,BA,,No,seizures,1
8,1.72E+12,1.72E+12,-5,82781,2,questionnaire-5uc8,,39144862,fpo35a0s,11486033,,complete,lfjqaq,,computer,Desktop or Laptop,Linux x86_64,Chrome 120.0.0.0,1680x1050,1665x946,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,BA,,No,device,1
9,1.72E+12,1.72E+12,-5,82781,2,questionnaire-5uc8,,39144862,fpo35a0s,11486033,,complete,lfjqaq,,computer,Desktop or Laptop,Linux x86_64,Chrome 120.0.0.0,1680x1050,1665x946,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,BA,,No,consent,1
10,1.72E+12,1.72E+12,-5,82781,2,questionnaire-5uc8,,39144862,fpo35a0s,11486033,,complete,lfjqaq,,computer,Desktop or Laptop,Linux x86_64,Chrome 120.0.0.0,1680x1050,1665x946,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,BA,,No,END QUESTIONNAIRE,14896
1,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144881,92ztj9z5,11486035,,complete,nfporp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,AB,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144881,92ztj9z5,11486035,,complete,nfporp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,AB,,,,,,,No,Age,31
3,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144881,92ztj9z5,11486035,,complete,nfporp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,AB,,,,,,,No,Age-quantised,15
4,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144881,92ztj9z5,11486035,,complete,nfporp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,AB,,,,,,,No,Gender,Female
5,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144881,92ztj9z5,11486035,,complete,nfporp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,AB,,,,,,,No,Gender-quantised,2
6,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144881,92ztj9z5,11486035,,complete,nfporp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,AB,,,,,,,No,Gender-text,
7,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144881,92ztj9z5,11486035,,complete,nfporp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,AB,,,,,,,No,seizures,1
8,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144881,92ztj9z5,11486035,,complete,nfporp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,AB,,,,,,,No,device,1
9,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144881,92ztj9z5,11486035,,complete,nfporp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,AB,,,,,,,No,consent,1
10,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39144881,92ztj9z5,11486035,,complete,nfporp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,AB,,,,,,,No,END QUESTIONNAIRE,38877
1,1.72E+12,1.72E+12,-7,82781,2,questionnaire-5uc8,,39144884,0uo9t6ne,11486036,,complete,cklxjy,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x929,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,BA,AB,,,,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.72E+12,1.72E+12,-7,82781,2,questionnaire-5uc8,,39144884,0uo9t6ne,11486036,,complete,cklxjy,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x929,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,BA,AB,,,,,,,,,,,No,Age,34
3,1.72E+12,1.72E+12,-7,82781,2,questionnaire-5uc8,,39144884,0uo9t6ne,11486036,,complete,cklxjy,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x929,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,BA,AB,,,,,,,,,,,No,Age-quantised,18
4,1.72E+12,1.72E+12,-7,82781,2,questionnaire-5uc8,,39144884,0uo9t6ne,11486036,,complete,cklxjy,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x929,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,BA,AB,,,,,,,,,,,No,Gender,Male
