Event Index,UTC Timestamp,Local Timestamp,Local Timezone,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-sece,branch-52yw,branch-k19s,randomiser-ilmk,order-cg81,order-f5ck,order-w8r4,order-mnhh,order-lgbu,order-f4f2,order-cdib,order-v22n,order-zlxs,order-flk3,order-e65y,order-6gm2,Randomise questionnaire elements?,Question Key,Response
5,1.72E+12,1.72E+12,-7,82781,2,questionnaire-5uc8,,39144884,0uo9t6ne,11486036,,complete,cklxjy,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x929,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,BA,AB,,,,,,,,,,,No,Gender-quantised,1
6,1.72E+12,1.72E+12,-7,82781,2,questionnaire-5uc8,,39144884,0uo9t6ne,11486036,,complete,cklxjy,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x929,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,BA,AB,,,,,,,,,,,No,Gender-text,
7,1.72E+12,1.72E+12,-7,82781,2,questionnaire-5uc8,,39144884,0uo9t6ne,11486036,,complete,cklxjy,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x929,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,BA,AB,,,,,,,,,,,No,seizures,1
8,1.72E+12,1.72E+12,-7,82781,2,questionnaire-5uc8,,39144884,0uo9t6ne,11486036,,complete,cklxjy,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x929,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,BA,AB,,,,,,,,,,,No,device,1
9,1.72E+12,1.72E+12,-7,82781,2,questionnaire-5uc8,,39144884,0uo9t6ne,11486036,,complete,cklxjy,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x929,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,BA,AB,,,,,,,,,,,No,consent,1
10,1.72E+12,1.72E+12,-7,82781,2,questionnaire-5uc8,,39144884,0uo9t6ne,11486036,,complete,cklxjy,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x929,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,BA,AB,,,,,,,,,,,No,END QUESTIONNAIRE,10254
1,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144923,yx8dsi35,11486039,,complete,jsezcm,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,BEGIN QUESTIONNAIRE,
2,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144923,yx8dsi35,11486039,,complete,jsezcm,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x911,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,Age,50
3,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144923,yx8dsi35,11486039,,complete,jsezcm,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x911,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,Age-quantised,34
4,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144923,yx8dsi35,11486039,,complete,jsezcm,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x911,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,Gender,Male
5,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144923,yx8dsi35,11486039,,complete,jsezcm,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x911,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,Gender-quantised,1
6,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144923,yx8dsi35,11486039,,complete,jsezcm,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x911,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,Gender-text,
7,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144923,yx8dsi35,11486039,,complete,jsezcm,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x911,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,seizures,1
8,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144923,yx8dsi35,11486039,,complete,jsezcm,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x911,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,device,1
9,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144923,yx8dsi35,11486039,,complete,jsezcm,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x911,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,consent,1
10,1.72E+12,1.72E+12,-4,82781,2,questionnaire-5uc8,,39144923,yx8dsi35,11486039,,complete,jsezcm,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x911,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,END QUESTIONNAIRE,14462
1,1.72E+12,1.72E+12,-7,82781,2,questionnaire-5uc8,,39144933,1biovbgv,11486040,,complete,yscuot,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1600x765,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.72E+12,1.72E+12,-7,82781,2,questionnaire-5uc8,,39144933,1biovbgv,11486040,,complete,yscuot,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1583x765,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,Age,44
3,1.72E+12,1.72E+12,-7,82781,2,questionnaire-5uc8,,39144933,1biovbgv,11486040,,complete,yscuot,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1583x765,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,Age-quantised,28
4,1.72E+12,1.72E+12,-7,82781,2,questionnaire-5uc8,,39144933,1biovbgv,11486040,,complete,yscuot,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1583x765,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,Gender,Female
5,1.72E+12,1.72E+12,-7,82781,2,questionnaire-5uc8,,39144933,1biovbgv,11486040,,complete,yscuot,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1583x765,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,Gender-quantised,2
6,1.72E+12,1.72E+12,-7,82781,2,questionnaire-5uc8,,39144933,1biovbgv,11486040,,complete,yscuot,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1583x765,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,Gender-text,
7,1.72E+12,1.72E+12,-7,82781,2,questionnaire-5uc8,,39144933,1biovbgv,11486040,,complete,yscuot,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1583x765,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,seizures,1
8,1.72E+12,1.72E+12,-7,82781,2,questionnaire-5uc8,,39144933,1biovbgv,11486040,,complete,yscuot,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1583x765,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,device,1
9,1.72E+12,1.72E+12,-7,82781,2,questionnaire-5uc8,,39144933,1biovbgv,11486040,,complete,yscuot,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1583x765,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,consent,1
10,1.72E+12,1.72E+12,-7,82781,2,questionnaire-5uc8,,39144933,1biovbgv,11486040,,complete,yscuot,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1583x765,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,END QUESTIONNAIRE,19648
1,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145014,nicpfy2w,11486052,,complete,qxyczz,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145014,nicpfy2w,11486052,,complete,qxyczz,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,Age,30
3,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145014,nicpfy2w,11486052,,complete,qxyczz,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,Age-quantised,14
4,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145014,nicpfy2w,11486052,,complete,qxyczz,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,Gender,Female
5,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145014,nicpfy2w,11486052,,complete,qxyczz,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,Gender-quantised,2
6,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145014,nicpfy2w,11486052,,complete,qxyczz,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,Gender-text,
7,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145014,nicpfy2w,11486052,,complete,qxyczz,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,seizures,1
8,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145014,nicpfy2w,11486052,,complete,qxyczz,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,device,1
9,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145014,nicpfy2w,11486052,,complete,qxyczz,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,consent,1
10,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145014,nicpfy2w,11486052,,complete,qxyczz,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,END QUESTIONNAIRE,47300
1,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145016,m5nmiblw,11486053,,complete,iyflxf,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1024x768,1024x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,BEGIN QUESTIONNAIRE,
2,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145016,m5nmiblw,11486053,,complete,iyflxf,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1024x768,1007x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Age,30
3,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145016,m5nmiblw,11486053,,complete,iyflxf,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1024x768,1007x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Age-quantised,14
4,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145016,m5nmiblw,11486053,,complete,iyflxf,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1024x768,1007x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Gender,Male
5,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145016,m5nmiblw,11486053,,complete,iyflxf,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1024x768,1007x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Gender-quantised,1
6,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145016,m5nmiblw,11486053,,complete,iyflxf,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1024x768,1007x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Gender-text,
7,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145016,m5nmiblw,11486053,,complete,iyflxf,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1024x768,1007x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,seizures,1
8,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145016,m5nmiblw,11486053,,complete,iyflxf,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1024x768,1007x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,device,1
9,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145016,m5nmiblw,11486053,,complete,iyflxf,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1024x768,1007x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,consent,1
10,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145016,m5nmiblw,11486053,,complete,iyflxf,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1024x768,1007x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,END QUESTIONNAIRE,48426
1,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145024,uvguf1n7,11486056,,complete,skysgf,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1237x699,1546x677,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,BEGIN QUESTIONNAIRE,
2,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145024,uvguf1n7,11486056,,complete,skysgf,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1237x699,1526x677,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Age,28
3,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145024,uvguf1n7,11486056,,complete,skysgf,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1237x699,1526x677,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Age-quantised,12
4,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145024,uvguf1n7,11486056,,complete,skysgf,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1237x699,1526x677,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Gender,Female
5,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145024,uvguf1n7,11486056,,complete,skysgf,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1237x699,1526x677,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Gender-quantised,2
6,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145024,uvguf1n7,11486056,,complete,skysgf,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1237x699,1526x677,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Gender-text,
7,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145024,uvguf1n7,11486056,,complete,skysgf,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1237x699,1526x677,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,seizures,1
8,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145024,uvguf1n7,11486056,,complete,skysgf,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1237x699,1526x677,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,device,1
9,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145024,uvguf1n7,11486056,,complete,skysgf,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1237x699,1526x677,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,consent,1
10,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145024,uvguf1n7,11486056,,complete,skysgf,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1237x699,1526x677,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,END QUESTIONNAIRE,12757
1,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145038,ky4f3bg2,11486059,,complete,ocjnph,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1600x739,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,AB,,BA,,No,BEGIN QUESTIONNAIRE,
2,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145038,ky4f3bg2,11486059,,complete,ocjnph,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1583x739,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,AB,,BA,,No,Age,32
3,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145038,ky4f3bg2,11486059,,complete,ocjnph,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1583x739,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,AB,,BA,,No,Age-quantised,16
4,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145038,ky4f3bg2,11486059,,complete,ocjnph,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1583x739,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,AB,,BA,,No,Gender,Female
5,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145038,ky4f3bg2,11486059,,complete,ocjnph,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1583x739,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,AB,,BA,,No,Gender-quantised,2
6,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145038,ky4f3bg2,11486059,,complete,ocjnph,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1583x739,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,AB,,BA,,No,Gender-text,
7,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145038,ky4f3bg2,11486059,,complete,ocjnph,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1583x739,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,AB,,BA,,No,seizures,1
8,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145038,ky4f3bg2,11486059,,complete,ocjnph,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1583x739,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,AB,,BA,,No,device,1
9,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145038,ky4f3bg2,11486059,,complete,ocjnph,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1583x739,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,AB,,BA,,No,consent,1
10,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145038,ky4f3bg2,11486059,,complete,ocjnph,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1600x900,1583x739,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,AB,,BA,,No,END QUESTIONNAIRE,12991
1,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145104,ske5gwl2,11486074,,complete,domdre,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1366x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145104,ske5gwl2,11486074,,complete,domdre,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,Age,34
3,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145104,ske5gwl2,11486074,,complete,domdre,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,Age-quantised,18
4,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145104,ske5gwl2,11486074,,complete,domdre,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,Gender,Male
5,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145104,ske5gwl2,11486074,,complete,domdre,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,Gender-quantised,1
6,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145104,ske5gwl2,11486074,,complete,domdre,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,Gender-text,
7,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145104,ske5gwl2,11486074,,complete,domdre,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,seizures,1
8,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145104,ske5gwl2,11486074,,complete,domdre,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,device,1
9,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145104,ske5gwl2,11486074,,complete,domdre,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,consent,1
10,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145104,ske5gwl2,11486074,,complete,domdre,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,END QUESTIONNAIRE,9406
1,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145825,xly4jddz,11486194,,complete,xsztfs,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1366x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145825,xly4jddz,11486194,,complete,xsztfs,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,Age,30
3,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145825,xly4jddz,11486194,,complete,xsztfs,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,Age-quantised,14
4,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145825,xly4jddz,11486194,,complete,xsztfs,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,Gender,Female
5,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145825,xly4jddz,11486194,,complete,xsztfs,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,Gender-quantised,2
