Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-sece,branch-52yw,branch-k19s,randomiser-ilmk,order-m4rv,order-wv65,order-bghl,order-cmad,order-hx15,order-ruel,order-l9vk,order-3qaf,order-35li,order-w9rh,order-x3wb,order-5k8v,order-2shc,order-q5m5,order-6g8p,order-ct7p,order-pqmi,order-jj8y,Randomise questionnaire elements?,Question Key,Response
8,1.63857E+12,3/12/2021 22:25,1.63857E+12,-5,3/12/2021 17:25,60751,15,questionnaire-bi31,,17723799,5228305,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.81,1600x900,1583x757,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,END QUESTIONNAIRE,13589
1,1.63861E+12,4/12/2021 10:02,1.63861E+12,-5,4/12/2021 5:02,60751,15,questionnaire-bi31,,17729437,5229638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x788,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,BCA,ABC,,,,,,,,,,,ABC,No,BEGIN QUESTIONNAIRE,
2,1.63861E+12,4/12/2021 10:02,1.63861E+12,-5,4/12/2021 5:02,60751,15,questionnaire-bi31,,17729437,5229638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x788,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,BCA,ABC,,,,,,,,,,,ABC,No,Age,18
3,1.63861E+12,4/12/2021 10:02,1.63861E+12,-5,4/12/2021 5:02,60751,15,questionnaire-bi31,,17729437,5229638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x788,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,BCA,ABC,,,,,,,,,,,ABC,No,Age-quantised,2
4,1.63861E+12,4/12/2021 10:02,1.63861E+12,-5,4/12/2021 5:02,60751,15,questionnaire-bi31,,17729437,5229638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x788,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,BCA,ABC,,,,,,,,,,,ABC,No,Gender,Female
5,1.63861E+12,4/12/2021 10:02,1.63861E+12,-5,4/12/2021 5:02,60751,15,questionnaire-bi31,,17729437,5229638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x788,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,BCA,ABC,,,,,,,,,,,ABC,No,Gender-quantised,2
6,1.63861E+12,4/12/2021 10:02,1.63861E+12,-5,4/12/2021 5:02,60751,15,questionnaire-bi31,,17729437,5229638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x788,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,BCA,ABC,,,,,,,,,,,ABC,No,seizures,1
7,1.63861E+12,4/12/2021 10:02,1.63861E+12,-5,4/12/2021 5:02,60751,15,questionnaire-bi31,,17729437,5229638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x788,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,BCA,ABC,,,,,,,,,,,ABC,No,consent,1
8,1.63861E+12,4/12/2021 10:02,1.63861E+12,-5,4/12/2021 5:02,60751,15,questionnaire-bi31,,17729437,5229638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x788,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,BCA,ABC,,,,,,,,,,,ABC,No,END QUESTIONNAIRE,12483
1,1.63865E+12,4/12/2021 21:11,1.63865E+12,-5,4/12/2021 16:11,60751,15,questionnaire-bi31,,17742031,5232868,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 96.0.4664.55,1440x900,1431x718,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,BCA,BCA,ABC,,,,,,,,,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.63865E+12,4/12/2021 21:11,1.63865E+12,-5,4/12/2021 16:11,60751,15,questionnaire-bi31,,17742031,5232868,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 96.0.4664.55,1440x900,1416x718,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,BCA,BCA,ABC,,,,,,,,,,,,,,,,No,Age,18
3,1.63865E+12,4/12/2021 21:11,1.63865E+12,-5,4/12/2021 16:11,60751,15,questionnaire-bi31,,17742031,5232868,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 96.0.4664.55,1440x900,1416x718,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,BCA,BCA,ABC,,,,,,,,,,,,,,,,No,Age-quantised,2
4,1.63865E+12,4/12/2021 21:11,1.63865E+12,-5,4/12/2021 16:11,60751,15,questionnaire-bi31,,17742031,5232868,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 96.0.4664.55,1440x900,1416x718,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,BCA,BCA,ABC,,,,,,,,,,,,,,,,No,Gender,Female
5,1.63865E+12,4/12/2021 21:11,1.63865E+12,-5,4/12/2021 16:11,60751,15,questionnaire-bi31,,17742031,5232868,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 96.0.4664.55,1440x900,1416x718,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,BCA,BCA,ABC,,,,,,,,,,,,,,,,No,Gender-quantised,2
6,1.63865E+12,4/12/2021 21:11,1.63865E+12,-5,4/12/2021 16:11,60751,15,questionnaire-bi31,,17742031,5232868,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 96.0.4664.55,1440x900,1416x718,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,BCA,BCA,ABC,,,,,,,,,,,,,,,,No,seizures,1
7,1.63865E+12,4/12/2021 21:11,1.63865E+12,-5,4/12/2021 16:11,60751,15,questionnaire-bi31,,17742031,5232868,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 96.0.4664.55,1440x900,1416x718,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,BCA,BCA,ABC,,,,,,,,,,,,,,,,No,consent,1
8,1.63865E+12,4/12/2021 21:11,1.63865E+12,-5,4/12/2021 16:11,60751,15,questionnaire-bi31,,17742031,5232868,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 96.0.4664.55,1440x900,1416x718,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,BCA,BCA,ABC,,,,,,,,,,,,,,,,No,END QUESTIONNAIRE,19220
1,1.63874E+12,5/12/2021 20:32,1.63874E+12,-5,5/12/2021 15:32,60751,15,questionnaire-bi31,,17755581,5239848,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1420x744,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,BCA,,,,,,,,,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.63874E+12,5/12/2021 20:32,1.63874E+12,-5,5/12/2021 15:32,60751,15,questionnaire-bi31,,17755581,5239848,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1420x744,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,BCA,,,,,,,,,,,,,,,,No,Age,18
3,1.63874E+12,5/12/2021 20:32,1.63874E+12,-5,5/12/2021 15:32,60751,15,questionnaire-bi31,,17755581,5239848,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1420x744,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,BCA,,,,,,,,,,,,,,,,No,Age-quantised,2
4,1.63874E+12,5/12/2021 20:32,1.63874E+12,-5,5/12/2021 15:32,60751,15,questionnaire-bi31,,17755581,5239848,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1420x744,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,BCA,,,,,,,,,,,,,,,,No,Gender,Female
5,1.63874E+12,5/12/2021 20:32,1.63874E+12,-5,5/12/2021 15:32,60751,15,questionnaire-bi31,,17755581,5239848,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1420x744,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,BCA,,,,,,,,,,,,,,,,No,Gender-quantised,2
6,1.63874E+12,5/12/2021 20:32,1.63874E+12,-5,5/12/2021 15:32,60751,15,questionnaire-bi31,,17755581,5239848,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1420x744,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,BCA,,,,,,,,,,,,,,,,No,seizures,1
7,1.63874E+12,5/12/2021 20:32,1.63874E+12,-5,5/12/2021 15:32,60751,15,questionnaire-bi31,,17755581,5239848,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1420x744,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,BCA,,,,,,,,,,,,,,,,No,consent,1
8,1.63874E+12,5/12/2021 20:32,1.63874E+12,-5,5/12/2021 15:32,60751,15,questionnaire-bi31,,17755581,5239848,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1420x744,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,BCA,,,,,,,,,,,,,,,,No,END QUESTIONNAIRE,8876
1,1.63876E+12,6/12/2021 2:32,1.63876E+12,-5,5/12/2021 21:32,60751,15,questionnaire-bi31,,17760074,5241953,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.159,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,ABC,,,,,,BCA,,,No,BEGIN QUESTIONNAIRE,
2,1.63876E+12,6/12/2021 2:33,1.63876E+12,-5,5/12/2021 21:33,60751,15,questionnaire-bi31,,17760074,5241953,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.159,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,ABC,,,,,,BCA,,,No,Age,18
3,1.63876E+12,6/12/2021 2:33,1.63876E+12,-5,5/12/2021 21:33,60751,15,questionnaire-bi31,,17760074,5241953,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.159,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,ABC,,,,,,BCA,,,No,Age-quantised,2
4,1.63876E+12,6/12/2021 2:33,1.63876E+12,-5,5/12/2021 21:33,60751,15,questionnaire-bi31,,17760074,5241953,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.159,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,ABC,,,,,,BCA,,,No,Gender,Female
5,1.63876E+12,6/12/2021 2:33,1.63876E+12,-5,5/12/2021 21:33,60751,15,questionnaire-bi31,,17760074,5241953,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.159,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,ABC,,,,,,BCA,,,No,Gender-quantised,2
6,1.63876E+12,6/12/2021 2:33,1.63876E+12,-5,5/12/2021 21:33,60751,15,questionnaire-bi31,,17760074,5241953,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.159,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,ABC,,,,,,BCA,,,No,seizures,1
7,1.63876E+12,6/12/2021 2:33,1.63876E+12,-5,5/12/2021 21:33,60751,15,questionnaire-bi31,,17760074,5241953,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.159,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,ABC,,,,,,BCA,,,No,consent,1
8,1.63876E+12,6/12/2021 2:33,1.63876E+12,-5,5/12/2021 21:33,60751,15,questionnaire-bi31,,17760074,5241953,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.159,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,ABC,,,,,,BCA,,,No,END QUESTIONNAIRE,23924
1,1.63875E+12,5/12/2021 23:44,1.63875E+12,-5,5/12/2021 18:44,60751,15,questionnaire-bi31,,17758074,5241123,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,712x705,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,BCA,,,CAB,,,,BCA,,,,No,BEGIN QUESTIONNAIRE,
2,1.63875E+12,5/12/2021 23:45,1.63875E+12,-5,5/12/2021 18:45,60751,15,questionnaire-bi31,,17758074,5241123,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,712x705,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,BCA,,,CAB,,,,BCA,,,,No,Age,19
3,1.63875E+12,5/12/2021 23:45,1.63875E+12,-5,5/12/2021 18:45,60751,15,questionnaire-bi31,,17758074,5241123,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,712x705,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,BCA,,,CAB,,,,BCA,,,,No,Age-quantised,3
4,1.63875E+12,5/12/2021 23:45,1.63875E+12,-5,5/12/2021 18:45,60751,15,questionnaire-bi31,,17758074,5241123,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,712x705,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,BCA,,,CAB,,,,BCA,,,,No,Gender,Male
5,1.63875E+12,5/12/2021 23:45,1.63875E+12,-5,5/12/2021 18:45,60751,15,questionnaire-bi31,,17758074,5241123,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,712x705,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,BCA,,,CAB,,,,BCA,,,,No,Gender-quantised,1
6,1.63875E+12,5/12/2021 23:45,1.63875E+12,-5,5/12/2021 18:45,60751,15,questionnaire-bi31,,17758074,5241123,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,712x705,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,BCA,,,CAB,,,,BCA,,,,No,seizures,1
7,1.63875E+12,5/12/2021 23:45,1.63875E+12,-5,5/12/2021 18:45,60751,15,questionnaire-bi31,,17758074,5241123,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,712x705,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,BCA,,,CAB,,,,BCA,,,,No,consent,1
8,1.63875E+12,5/12/2021 23:45,1.63875E+12,-5,5/12/2021 18:45,60751,15,questionnaire-bi31,,17758074,5241123,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,712x705,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,BCA,,,CAB,,,,BCA,,,,No,END QUESTIONNAIRE,12049
1,1.63874E+12,5/12/2021 22:24,1.63874E+12,-5,5/12/2021 17:24,60751,15,questionnaire-bi31,,17757114,5240494,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,CAB,CAB,,,,,,,,,,,,CAB,,No,BEGIN QUESTIONNAIRE,
2,1.63874E+12,5/12/2021 22:24,1.63874E+12,-5,5/12/2021 17:24,60751,15,questionnaire-bi31,,17757114,5240494,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1425x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,CAB,CAB,,,,,,,,,,,,CAB,,No,Age,19
3,1.63874E+12,5/12/2021 22:25,1.63874E+12,-5,5/12/2021 17:24,60751,15,questionnaire-bi31,,17757114,5240494,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1425x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,CAB,CAB,,,,,,,,,,,,CAB,,No,Age-quantised,3
4,1.63874E+12,5/12/2021 22:25,1.63874E+12,-5,5/12/2021 17:24,60751,15,questionnaire-bi31,,17757114,5240494,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1425x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,CAB,CAB,,,,,,,,,,,,CAB,,No,Gender,Female
5,1.63874E+12,5/12/2021 22:25,1.63874E+12,-5,5/12/2021 17:24,60751,15,questionnaire-bi31,,17757114,5240494,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1425x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,CAB,CAB,,,,,,,,,,,,CAB,,No,Gender-quantised,2
6,1.63874E+12,5/12/2021 22:25,1.63874E+12,-5,5/12/2021 17:24,60751,15,questionnaire-bi31,,17757114,5240494,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1425x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,CAB,CAB,,,,,,,,,,,,CAB,,No,seizures,1
7,1.63874E+12,5/12/2021 22:25,1.63874E+12,-5,5/12/2021 17:24,60751,15,questionnaire-bi31,,17757114,5240494,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1425x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,CAB,CAB,,,,,,,,,,,,CAB,,No,consent,1
8,1.63874E+12,5/12/2021 22:25,1.63874E+12,-5,5/12/2021 17:24,60751,15,questionnaire-bi31,,17757114,5240494,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1425x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,CAB,CAB,,,,,,,,,,,,CAB,,No,END QUESTIONNAIRE,16466
1,1.63874E+12,5/12/2021 20:25,1.63874E+12,-5,5/12/2021 15:25,60751,15,questionnaire-bi31,,17755493,5239825,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1536x864,1536x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,CAB,CAB,CAB,,,,,No,BEGIN QUESTIONNAIRE,
2,1.63874E+12,5/12/2021 20:26,1.63874E+12,-5,5/12/2021 15:26,60751,15,questionnaire-bi31,,17755493,5239825,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1536x864,1519x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,CAB,CAB,CAB,,,,,No,Age,18
3,1.63874E+12,5/12/2021 20:26,1.63874E+12,-5,5/12/2021 15:26,60751,15,questionnaire-bi31,,17755493,5239825,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1536x864,1519x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,CAB,CAB,CAB,,,,,No,Age-quantised,2
4,1.63874E+12,5/12/2021 20:26,1.63874E+12,-5,5/12/2021 15:26,60751,15,questionnaire-bi31,,17755493,5239825,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1536x864,1519x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,CAB,CAB,CAB,,,,,No,Gender,Male
5,1.63874E+12,5/12/2021 20:26,1.63874E+12,-5,5/12/2021 15:26,60751,15,questionnaire-bi31,,17755493,5239825,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1536x864,1519x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,CAB,CAB,CAB,,,,,No,Gender-quantised,1
6,1.63874E+12,5/12/2021 20:26,1.63874E+12,-5,5/12/2021 15:26,60751,15,questionnaire-bi31,,17755493,5239825,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1536x864,1519x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,CAB,CAB,CAB,,,,,No,seizures,1
7,1.63874E+12,5/12/2021 20:26,1.63874E+12,-5,5/12/2021 15:26,60751,15,questionnaire-bi31,,17755493,5239825,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1536x864,1519x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,CAB,CAB,CAB,,,,,No,consent,1
8,1.63874E+12,5/12/2021 20:26,1.63874E+12,-5,5/12/2021 15:26,60751,15,questionnaire-bi31,,17755493,5239825,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1536x864,1519x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,CAB,CAB,CAB,,,,,No,END QUESTIONNAIRE,24969
1,1.63864E+12,4/12/2021 17:59,1.63864E+12,-5,4/12/2021 12:59,60751,15,questionnaire-bi31,,17738742,5231885,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1536x864,1536x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,BCA,BCA,BCA,,,,,No,BEGIN QUESTIONNAIRE,
2,1.63864E+12,4/12/2021 17:59,1.63864E+12,-5,4/12/2021 12:59,60751,15,questionnaire-bi31,,17738742,5231885,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1536x864,1519x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,BCA,BCA,BCA,,,,,No,Age,18
3,1.63864E+12,4/12/2021 17:59,1.63864E+12,-5,4/12/2021 12:59,60751,15,questionnaire-bi31,,17738742,5231885,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1536x864,1519x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,BCA,BCA,BCA,,,,,No,Age-quantised,2
4,1.63864E+12,4/12/2021 17:59,1.63864E+12,-5,4/12/2021 12:59,60751,15,questionnaire-bi31,,17738742,5231885,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1536x864,1519x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,BCA,BCA,BCA,,,,,No,Gender,Female
5,1.63864E+12,4/12/2021 17:59,1.63864E+12,-5,4/12/2021 12:59,60751,15,questionnaire-bi31,,17738742,5231885,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1536x864,1519x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,BCA,BCA,BCA,,,,,No,Gender-quantised,2
6,1.63864E+12,4/12/2021 17:59,1.63864E+12,-5,4/12/2021 12:59,60751,15,questionnaire-bi31,,17738742,5231885,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1536x864,1519x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,BCA,BCA,BCA,,,,,No,seizures,1
7,1.63864E+12,4/12/2021 17:59,1.63864E+12,-5,4/12/2021 12:59,60751,15,questionnaire-bi31,,17738742,5231885,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1536x864,1519x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,BCA,BCA,BCA,,,,,No,consent,1
8,1.63864E+12,4/12/2021 17:59,1.63864E+12,-5,4/12/2021 12:59,60751,15,questionnaire-bi31,,17738742,5231885,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1536x864,1519x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,BCA,BCA,BCA,,,,,No,END QUESTIONNAIRE,22190
1,1.63826E+12,30/11/2021 8:15,1.63826E+12,-5,30/11/2021 3:15,60751,15,questionnaire-bi31,,17579081,5191080,,complete,,,computer,Desktop or Laptop,Chromium OS 14150.87.0,Chrome 94.0.4606.124,1517x853,1518x782,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,BEGIN QUESTIONNAIRE,
2,1.63826E+12,30/11/2021 8:15,1.63826E+12,-5,30/11/2021 3:15,60751,15,questionnaire-bi31,,17579081,5191080,,complete,,,computer,Desktop or Laptop,Chromium OS 14150.87.0,Chrome 94.0.4606.124,1517x853,1518x782,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,Age,20
3,1.63826E+12,30/11/2021 8:15,1.63826E+12,-5,30/11/2021 3:15,60751,15,questionnaire-bi31,,17579081,5191080,,complete,,,computer,Desktop or Laptop,Chromium OS 14150.87.0,Chrome 94.0.4606.124,1517x853,1518x782,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,Age-quantised,4
4,1.63826E+12,30/11/2021 8:15,1.63826E+12,-5,30/11/2021 3:15,60751,15,questionnaire-bi31,,17579081,5191080,,complete,,,computer,Desktop or Laptop,Chromium OS 14150.87.0,Chrome 94.0.4606.124,1517x853,1518x782,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,Gender,Female
5,1.63826E+12,30/11/2021 8:15,1.63826E+12,-5,30/11/2021 3:15,60751,15,questionnaire-bi31,,17579081,5191080,,complete,,,computer,Desktop or Laptop,Chromium OS 14150.87.0,Chrome 94.0.4606.124,1517x853,1518x782,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,Gender-quantised,2
6,1.63826E+12,30/11/2021 8:15,1.63826E+12,-5,30/11/2021 3:15,60751,15,questionnaire-bi31,,17579081,5191080,,complete,,,computer,Desktop or Laptop,Chromium OS 14150.87.0,Chrome 94.0.4606.124,1517x853,1518x782,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,seizures,1
