Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-sece,branch-52yw,branch-k19s,randomiser-ilmk,order-m4rv,order-wv65,order-bghl,order-cmad,order-hx15,order-ruel,order-l9vk,order-3qaf,order-35li,order-w9rh,order-x3wb,order-5k8v,order-2shc,order-q5m5,order-6g8p,order-ct7p,order-pqmi,order-jj8y,Randomise questionnaire elements?,Question Key,Response
7,1.63754E+12,22/11/2021 1:17,1.63754E+12,-5,21/11/2021 20:17,60751,15,questionnaire-bi31,,17363638,5123283,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 96.0.4664.55,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,ABC,ABC,,,,,,,,,,,ABC,No,consent,1
8,1.63754E+12,22/11/2021 1:17,1.63754E+12,-5,21/11/2021 20:17,60751,15,questionnaire-bi31,,17363638,5123283,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 96.0.4664.55,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,ABC,ABC,,,,,,,,,,,ABC,No,END QUESTIONNAIRE,10245
1,1.63753E+12,21/11/2021 22:29,1.63753E+12,-5,21/11/2021 17:29,60751,15,questionnaire-bi31,,17362417,5122890,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,CAB,,,,,,,,,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.63753E+12,21/11/2021 22:30,1.63753E+12,-5,21/11/2021 17:30,60751,15,questionnaire-bi31,,17362417,5122890,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,CAB,,,,,,,,,,,,,,,,No,Age,18
3,1.63753E+12,21/11/2021 22:30,1.63753E+12,-5,21/11/2021 17:30,60751,15,questionnaire-bi31,,17362417,5122890,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,CAB,,,,,,,,,,,,,,,,No,Age-quantised,2
4,1.63753E+12,21/11/2021 22:30,1.63753E+12,-5,21/11/2021 17:30,60751,15,questionnaire-bi31,,17362417,5122890,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,CAB,,,,,,,,,,,,,,,,No,Gender,Female
5,1.63753E+12,21/11/2021 22:30,1.63753E+12,-5,21/11/2021 17:30,60751,15,questionnaire-bi31,,17362417,5122890,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,CAB,,,,,,,,,,,,,,,,No,Gender-quantised,2
6,1.63753E+12,21/11/2021 22:30,1.63753E+12,-5,21/11/2021 17:30,60751,15,questionnaire-bi31,,17362417,5122890,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,CAB,,,,,,,,,,,,,,,,No,seizures,1
7,1.63753E+12,21/11/2021 22:30,1.63753E+12,-5,21/11/2021 17:30,60751,15,questionnaire-bi31,,17362417,5122890,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,CAB,,,,,,,,,,,,,,,,No,consent,1
8,1.63753E+12,21/11/2021 22:30,1.63753E+12,-5,21/11/2021 17:30,60751,15,questionnaire-bi31,,17362417,5122890,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,CAB,,,,,,,,,,,,,,,,No,END QUESTIONNAIRE,92774
1,1.63753E+12,21/11/2021 20:36,1.63753E+12,-5,21/11/2021 15:36,60751,15,questionnaire-bi31,,17360406,5122418,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1280x800,1280x657,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,CAB,CAB,,,,,,,,,,,,CAB,,No,BEGIN QUESTIONNAIRE,
2,1.63753E+12,21/11/2021 20:37,1.63753E+12,-5,21/11/2021 15:37,60751,15,questionnaire-bi31,,17360406,5122418,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1280x800,1263x657,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,CAB,CAB,,,,,,,,,,,,CAB,,No,Age,18
3,1.63753E+12,21/11/2021 20:37,1.63753E+12,-5,21/11/2021 15:37,60751,15,questionnaire-bi31,,17360406,5122418,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1280x800,1263x657,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,CAB,CAB,,,,,,,,,,,,CAB,,No,Age-quantised,2
4,1.63753E+12,21/11/2021 20:37,1.63753E+12,-5,21/11/2021 15:37,60751,15,questionnaire-bi31,,17360406,5122418,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1280x800,1263x657,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,CAB,CAB,,,,,,,,,,,,CAB,,No,Gender,Male
5,1.63753E+12,21/11/2021 20:37,1.63753E+12,-5,21/11/2021 15:37,60751,15,questionnaire-bi31,,17360406,5122418,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1280x800,1263x657,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,CAB,CAB,,,,,,,,,,,,CAB,,No,Gender-quantised,1
6,1.63753E+12,21/11/2021 20:37,1.63753E+12,-5,21/11/2021 15:37,60751,15,questionnaire-bi31,,17360406,5122418,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1280x800,1263x657,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,CAB,CAB,,,,,,,,,,,,CAB,,No,seizures,1
7,1.63753E+12,21/11/2021 20:37,1.63753E+12,-5,21/11/2021 15:37,60751,15,questionnaire-bi31,,17360406,5122418,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1280x800,1263x657,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,CAB,CAB,,,,,,,,,,,,CAB,,No,consent,1
8,1.63753E+12,21/11/2021 20:37,1.63753E+12,-5,21/11/2021 15:37,60751,15,questionnaire-bi31,,17360406,5122418,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1280x800,1263x657,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,CAB,CAB,,,,,,,,,,,,CAB,,No,END QUESTIONNAIRE,11167
1,1.63752E+12,21/11/2021 19:39,1.63752E+12,-5,21/11/2021 14:39,60751,15,questionnaire-bi31,,17359543,5122214,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1536x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,BCA,,,BCA,,,,BCA,,,,No,BEGIN QUESTIONNAIRE,
2,1.63752E+12,21/11/2021 19:39,1.63752E+12,-5,21/11/2021 14:39,60751,15,questionnaire-bi31,,17359543,5122214,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,BCA,,,BCA,,,,BCA,,,,No,Age,18
3,1.63752E+12,21/11/2021 19:39,1.63752E+12,-5,21/11/2021 14:39,60751,15,questionnaire-bi31,,17359543,5122214,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,BCA,,,BCA,,,,BCA,,,,No,Age-quantised,2
4,1.63752E+12,21/11/2021 19:39,1.63752E+12,-5,21/11/2021 14:39,60751,15,questionnaire-bi31,,17359543,5122214,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,BCA,,,BCA,,,,BCA,,,,No,Gender,Female
5,1.63752E+12,21/11/2021 19:39,1.63752E+12,-5,21/11/2021 14:39,60751,15,questionnaire-bi31,,17359543,5122214,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,BCA,,,BCA,,,,BCA,,,,No,Gender-quantised,2
6,1.63752E+12,21/11/2021 19:39,1.63752E+12,-5,21/11/2021 14:39,60751,15,questionnaire-bi31,,17359543,5122214,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,BCA,,,BCA,,,,BCA,,,,No,seizures,1
7,1.63752E+12,21/11/2021 19:39,1.63752E+12,-5,21/11/2021 14:39,60751,15,questionnaire-bi31,,17359543,5122214,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,BCA,,,BCA,,,,BCA,,,,No,consent,1
8,1.63752E+12,21/11/2021 19:39,1.63752E+12,-5,21/11/2021 14:39,60751,15,questionnaire-bi31,,17359543,5122214,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,BCA,,,BCA,,,,BCA,,,,No,END QUESTIONNAIRE,34008
1,1.63752E+12,21/11/2021 19:25,1.63752E+12,-5,21/11/2021 14:25,60751,15,questionnaire-bi31,,17359254,5122145,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 94.0.4606.81,1440x900,983x717,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,BCA,BCA,,,,,,,,,,,BCA,No,BEGIN QUESTIONNAIRE,
2,1.63752E+12,21/11/2021 19:25,1.63752E+12,-5,21/11/2021 14:25,60751,15,questionnaire-bi31,,17359254,5122145,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 94.0.4606.81,1440x900,1325x717,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,BCA,BCA,,,,,,,,,,,BCA,No,Age,19
3,1.63752E+12,21/11/2021 19:25,1.63752E+12,-5,21/11/2021 14:25,60751,15,questionnaire-bi31,,17359254,5122145,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 94.0.4606.81,1440x900,1325x717,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,BCA,BCA,,,,,,,,,,,BCA,No,Age-quantised,3
4,1.63752E+12,21/11/2021 19:25,1.63752E+12,-5,21/11/2021 14:25,60751,15,questionnaire-bi31,,17359254,5122145,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 94.0.4606.81,1440x900,1325x717,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,BCA,BCA,,,,,,,,,,,BCA,No,Gender,Female
5,1.63752E+12,21/11/2021 19:25,1.63752E+12,-5,21/11/2021 14:25,60751,15,questionnaire-bi31,,17359254,5122145,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 94.0.4606.81,1440x900,1325x717,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,BCA,BCA,,,,,,,,,,,BCA,No,Gender-quantised,2
6,1.63752E+12,21/11/2021 19:25,1.63752E+12,-5,21/11/2021 14:25,60751,15,questionnaire-bi31,,17359254,5122145,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 94.0.4606.81,1440x900,1325x717,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,BCA,BCA,,,,,,,,,,,BCA,No,seizures,1
7,1.63752E+12,21/11/2021 19:25,1.63752E+12,-5,21/11/2021 14:25,60751,15,questionnaire-bi31,,17359254,5122145,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 94.0.4606.81,1440x900,1325x717,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,BCA,BCA,,,,,,,,,,,BCA,No,consent,1
8,1.63752E+12,21/11/2021 19:25,1.63752E+12,-5,21/11/2021 14:25,60751,15,questionnaire-bi31,,17359254,5122145,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 94.0.4606.81,1440x900,1325x717,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,BCA,BCA,,,,,,,,,,,BCA,No,END QUESTIONNAIRE,21107
1,1.63685E+12,14/11/2021 0:52,1.63685E+12,-5,13/11/2021 19:52,60751,15,questionnaire-bi31,,17137650,5061833,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.54,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,BEGIN QUESTIONNAIRE,
2,1.63685E+12,14/11/2021 0:52,1.63685E+12,-5,13/11/2021 19:52,60751,15,questionnaire-bi31,,17137650,5061833,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.54,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,Age,19
3,1.63685E+12,14/11/2021 0:52,1.63685E+12,-5,13/11/2021 19:52,60751,15,questionnaire-bi31,,17137650,5061833,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.54,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,Age-quantised,3
4,1.63685E+12,14/11/2021 0:52,1.63685E+12,-5,13/11/2021 19:52,60751,15,questionnaire-bi31,,17137650,5061833,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.54,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,Gender,Female
5,1.63685E+12,14/11/2021 0:52,1.63685E+12,-5,13/11/2021 19:52,60751,15,questionnaire-bi31,,17137650,5061833,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.54,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,Gender-quantised,2
6,1.63685E+12,14/11/2021 0:52,1.63685E+12,-5,13/11/2021 19:52,60751,15,questionnaire-bi31,,17137650,5061833,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.54,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,seizures,1
7,1.63685E+12,14/11/2021 0:52,1.63685E+12,-5,13/11/2021 19:52,60751,15,questionnaire-bi31,,17137650,5061833,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.54,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,consent,1
8,1.63685E+12,14/11/2021 0:52,1.63685E+12,-5,13/11/2021 19:52,60751,15,questionnaire-bi31,,17137650,5061833,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.54,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,END QUESTIONNAIRE,11666
1,1.63682E+12,13/11/2021 15:14,1.63682E+12,-5,13/11/2021 10:14,60751,15,questionnaire-bi31,,17130072,5059700,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 95.0.4638.69,1440x900,1440x717,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,BCA,BCA,BCA,,,,,,,,,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.63682E+12,13/11/2021 15:14,1.63682E+12,-5,13/11/2021 10:14,60751,15,questionnaire-bi31,,17130072,5059700,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 95.0.4638.69,1440x900,1440x717,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,BCA,BCA,BCA,,,,,,,,,,,,,,,,No,Age,19
3,1.63682E+12,13/11/2021 15:14,1.63682E+12,-5,13/11/2021 10:14,60751,15,questionnaire-bi31,,17130072,5059700,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 95.0.4638.69,1440x900,1440x717,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,BCA,BCA,BCA,,,,,,,,,,,,,,,,No,Age-quantised,3
4,1.63682E+12,13/11/2021 15:14,1.63682E+12,-5,13/11/2021 10:14,60751,15,questionnaire-bi31,,17130072,5059700,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 95.0.4638.69,1440x900,1440x717,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,BCA,BCA,BCA,,,,,,,,,,,,,,,,No,Gender,Female
5,1.63682E+12,13/11/2021 15:14,1.63682E+12,-5,13/11/2021 10:14,60751,15,questionnaire-bi31,,17130072,5059700,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 95.0.4638.69,1440x900,1440x717,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,BCA,BCA,BCA,,,,,,,,,,,,,,,,No,Gender-quantised,2
6,1.63682E+12,13/11/2021 15:14,1.63682E+12,-5,13/11/2021 10:14,60751,15,questionnaire-bi31,,17130072,5059700,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 95.0.4638.69,1440x900,1440x717,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,BCA,BCA,BCA,,,,,,,,,,,,,,,,No,seizures,1
7,1.63682E+12,13/11/2021 15:14,1.63682E+12,-5,13/11/2021 10:14,60751,15,questionnaire-bi31,,17130072,5059700,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 95.0.4638.69,1440x900,1440x717,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,BCA,BCA,BCA,,,,,,,,,,,,,,,,No,consent,1
8,1.63682E+12,13/11/2021 15:14,1.63682E+12,-5,13/11/2021 10:14,60751,15,questionnaire-bi31,,17130072,5059700,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 95.0.4638.69,1440x900,1440x717,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,BCA,BCA,BCA,,,,,,,,,,,,,,,,No,END QUESTIONNAIRE,8310
1,1.63681E+12,13/11/2021 14:47,1.63681E+12,-5,13/11/2021 9:47,60751,15,questionnaire-bi31,,17129590,5059559,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1920x1080,1920x969,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,ABC,,,ABC,,,,ABC,,,,No,BEGIN QUESTIONNAIRE,
2,1.63681E+12,13/11/2021 14:47,1.63681E+12,-5,13/11/2021 9:47,60751,15,questionnaire-bi31,,17129590,5059559,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1920x1080,1903x969,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,ABC,,,ABC,,,,ABC,,,,No,Age,18
3,1.63681E+12,13/11/2021 14:47,1.63681E+12,-5,13/11/2021 9:47,60751,15,questionnaire-bi31,,17129590,5059559,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1920x1080,1903x969,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,ABC,,,ABC,,,,ABC,,,,No,Age-quantised,2
4,1.63681E+12,13/11/2021 14:47,1.63681E+12,-5,13/11/2021 9:47,60751,15,questionnaire-bi31,,17129590,5059559,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1920x1080,1903x969,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,ABC,,,ABC,,,,ABC,,,,No,Gender,Female
5,1.63681E+12,13/11/2021 14:47,1.63681E+12,-5,13/11/2021 9:47,60751,15,questionnaire-bi31,,17129590,5059559,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1920x1080,1903x969,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,ABC,,,ABC,,,,ABC,,,,No,Gender-quantised,2
6,1.63681E+12,13/11/2021 14:47,1.63681E+12,-5,13/11/2021 9:47,60751,15,questionnaire-bi31,,17129590,5059559,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1920x1080,1903x969,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,ABC,,,ABC,,,,ABC,,,,No,seizures,1
7,1.63681E+12,13/11/2021 14:47,1.63681E+12,-5,13/11/2021 9:47,60751,15,questionnaire-bi31,,17129590,5059559,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1920x1080,1903x969,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,ABC,,,ABC,,,,ABC,,,,No,consent,1
8,1.63681E+12,13/11/2021 14:47,1.63681E+12,-5,13/11/2021 9:47,60751,15,questionnaire-bi31,,17129590,5059559,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1920x1080,1903x969,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,ABC,,,ABC,,,,ABC,,,,No,END QUESTIONNAIRE,15480
1,1.63677E+12,13/11/2021 3:07,1.63677E+12,-5,12/11/2021 22:07,60751,15,questionnaire-bi31,,17120400,5057499,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1383x864,1383x721,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,ABC,ABC,,,,,,,,,,,ABC,No,BEGIN QUESTIONNAIRE,
2,1.63677E+12,13/11/2021 3:08,1.63677E+12,-5,12/11/2021 22:08,60751,15,questionnaire-bi31,,17120400,5057499,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1383x864,1366x721,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,ABC,ABC,,,,,,,,,,,ABC,No,Age,18
3,1.63677E+12,13/11/2021 3:08,1.63677E+12,-5,12/11/2021 22:08,60751,15,questionnaire-bi31,,17120400,5057499,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1383x864,1366x721,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,ABC,ABC,,,,,,,,,,,ABC,No,Age-quantised,2
4,1.63677E+12,13/11/2021 3:08,1.63677E+12,-5,12/11/2021 22:08,60751,15,questionnaire-bi31,,17120400,5057499,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1383x864,1366x721,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,ABC,ABC,,,,,,,,,,,ABC,No,Gender,Female
5,1.63677E+12,13/11/2021 3:08,1.63677E+12,-5,12/11/2021 22:08,60751,15,questionnaire-bi31,,17120400,5057499,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1383x864,1366x721,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,ABC,ABC,,,,,,,,,,,ABC,No,Gender-quantised,2
6,1.63677E+12,13/11/2021 3:08,1.63677E+12,-5,12/11/2021 22:08,60751,15,questionnaire-bi31,,17120400,5057499,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1383x864,1366x721,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,ABC,ABC,,,,,,,,,,,ABC,No,seizures,1
7,1.63677E+12,13/11/2021 3:08,1.63677E+12,-5,12/11/2021 22:08,60751,15,questionnaire-bi31,,17120400,5057499,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1383x864,1366x721,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,ABC,ABC,,,,,,,,,,,ABC,No,consent,1
8,1.63677E+12,13/11/2021 3:08,1.63677E+12,-5,12/11/2021 22:08,60751,15,questionnaire-bi31,,17120400,5057499,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1383x864,1366x721,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,ABC,ABC,,,,,,,,,,,ABC,No,END QUESTIONNAIRE,20687
1,1.63676E+12,12/11/2021 23:34,1.63676E+12,-5,12/11/2021 18:34,60751,15,questionnaire-bi31,,17118861,5056919,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x671,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,ABC,ABC,ABC,,,,,No,BEGIN QUESTIONNAIRE,
2,1.63676E+12,12/11/2021 23:34,1.63676E+12,-5,12/11/2021 18:34,60751,15,questionnaire-bi31,,17118861,5056919,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x671,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,ABC,ABC,ABC,,,,,No,Age,18
3,1.63676E+12,12/11/2021 23:34,1.63676E+12,-5,12/11/2021 18:34,60751,15,questionnaire-bi31,,17118861,5056919,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x671,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,ABC,ABC,ABC,,,,,No,Age-quantised,2
4,1.63676E+12,12/11/2021 23:34,1.63676E+12,-5,12/11/2021 18:34,60751,15,questionnaire-bi31,,17118861,5056919,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x671,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,ABC,ABC,ABC,,,,,No,Gender,Female
5,1.63676E+12,12/11/2021 23:34,1.63676E+12,-5,12/11/2021 18:34,60751,15,questionnaire-bi31,,17118861,5056919,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x671,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,ABC,ABC,ABC,,,,,No,Gender-quantised,2
6,1.63676E+12,12/11/2021 23:34,1.63676E+12,-5,12/11/2021 18:34,60751,15,questionnaire-bi31,,17118861,5056919,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x671,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,ABC,ABC,ABC,,,,,No,seizures,1
